,Time,Force,L_pitchAcc,L_yawAcc,R_pitchAcc,R_yawAcc,L_surgeAcc,L_rollAcc,R_surgeAcc,R_rollAcc,L_pitchVel,L_yawVel,R_pitchVel,R_yawVel,L_surgeVel,L_rollVel,R_surgeVel,R_rollVel,L_pitch,L_yaw,R_pitch,R_yaw,L_surge,L_roll,R_surge,R_roll,R_x,R_y,R_z,L_x,L_y,L_z,L_motion,R_motion
925,46.471,0.14,0.00,0.01,-0.01,0.01,-0.00,0.00,-1.28,0.00,0.09,0.72,0.24,-0.12,0.16,0.06,0.00,0.00,-19.62,-22.06,24.83,-19.61,-49056.00,-289.00,652928.00,781275.00,0.53,-0.46,0.82,0.46,0.56,0.74,1,0
926,46.52,0.15,0.00,-0.00,-0.00,0.02,-0.00,-0.00,-1.28,0.00,0.12,0.62,0.03,0.84,0.04,0.02,0.00,0.00,-19.62,-22.03,24.83,-19.57,-49054.00,-288.00,652928.00,781275.00,0.52,-0.46,0.81,0.46,0.56,0.74,1,0
927,46.57,0.15,-0.00,0.02,0.01,-0.03,-0.00,0.00,-1.28,0.00,0.07,1.53,0.32,-0.38,0.02,0.02,0.00,0.00,-19.61,-21.96,24.84,-19.58,-49053.00,-287.00,652928.00,781275.00,0.53,-0.45,0.80,0.46,0.55,0.75,1,0
928,46.619,0.11,-0.01,0.01,0.00,-0.01,0.00,0.00,-1.28,0.00,-0.51,1.87,0.32,-0.71,0.22,0.18,0.00,0.00,-19.64,-21.87,24.86,-19.62,-49042.00,-278.00,652928.00,781275.00,0.52,-0.47,0.81,0.46,0.56,0.74,1,0
929,46.668,0.11,0.01,0.01,0.00,0.03,-0.00,-0.00,-1.28,0.00,0.20,2.31,0.41,0.74,0.16,0.16,0.00,0.00,-19.63,-21.75,24.88,-19.58,-49034.00,-270.00,652928.00,781275.00,0.52,-0.46,0.81,0.48,0.57,0.74,1,0
930,46.718,0.16,-0.01,-0.02,0.00,0.01,0.00,-0.00,-1.28,0.00,-0.32,1.16,0.48,1.31,0.35,0.14,0.00,0.00,-19.64,-21.70,24.90,-19.52,-49017.00,-263.00,652928.00,781275.00,0.51,-0.47,0.82,0.46,0.57,0.75,1,1
931,46.767,0.15,-0.04,-0.01,-0.00,-0.00,0.00,0.00,-1.28,0.00,-2.46,0.88,0.36,1.09,0.37,0.27,0.00,0.00,-19.77,-21.65,24.92,-19.46,-48999.00,-250.00,652928.00,781275.00,0.52,-0.46,0.81,0.47,0.56,0.76,1,1
932,46.819,0.15,0.04,0.00,-0.01,0.00,-0.00,-0.00,-1.28,0.00,-0.39,1.11,-0.32,1.16,0.30,0.22,0.00,0.00,-19.78,-21.60,24.90,-19.41,-48984.00,-239.00,652928.00,781275.00,0.52,-0.47,0.80,0.46,0.56,0.74,1,1
933,46.868,0.15,0.02,0.03,0.00,0.02,-0.00,-0.00,-1.28,0.00,0.59,2.79,-0.30,2.28,0.18,0.10,0.00,0.00,-19.76,-21.46,24.89,-19.29,-48975.00,-234.00,652928.00,781275.00,0.52,-0.45,0.81,0.46,0.58,0.73,1,1
934,46.918,0.15,0.00,-0.01,-0.01,-0.03,-0.00,0.00,-1.28,0.00,0.83,2.49,-0.57,0.77,0.00,0.10,0.00,0.00,-19.72,-21.34,24.86,-19.26,-48975.00,-229.00,652928.00,781275.00,0.51,-0.46,0.81,0.46,0.56,0.75,1,1
935,46.967,0.15,-0.00,0.03,0.01,0.00,-0.00,-0.00,-1.28,0.00,0.66,3.76,0.00,0.84,0.00,0.04,0.00,0.00,-19.68,-21.15,24.86,-19.22,-48975.00,-227.00,652928.00,781275.00,0.50,-0.46,0.82,0.46,0.56,0.75,1,1
936,47.016,0.13,-0.02,-0.03,-0.00,-0.00,-0.00,0.00,-1.28,0.00,-0.54,2.17,-0.16,0.73,0.02,0.16,0.00,0.00,-19.71,-21.04,24.85,-19.18,-48974.00,-219.00,652928.00,781275.00,0.51,-0.46,0.82,0.45,0.56,0.74,1,1
937,47.065,0.13,0.00,-0.01,-0.01,0.02,0.00,-0.00,-1.28,0.00,-0.36,1.79,-0.53,1.62,0.50,0.02,0.00,0.00,-19.73,-20.95,24.83,-19.10,-48949.00,-218.00,652928.00,781275.00,0.51,-0.47,0.81,0.46,0.56,0.74,1,1
938,47.115,0.12,0.01,0.01,-0.01,0.01,-0.00,0.00,-1.28,0.00,-0.07,2.48,-0.78,2.22,0.12,0.10,0.00,0.00,-19.73,-20.83,24.79,-18.99,-48943.00,-213.00,652928.00,781275.00,0.51,-0.47,0.82,0.44,0.56,0.75,1,1
939,47.163,0.14,-0.00,0.00,0.00,0.01,0.00,0.00,-1.28,0.00,-0.21,2.51,-0.74,2.83,0.32,0.12,0.00,0.00,-19.74,-20.71,24.75,-18.85,-48927.00,-207.00,652928.00,781275.00,0.50,-0.45,0.82,0.45,0.56,0.75,1,1
940,47.212,0.14,-0.00,-0.01,0.02,-0.04,0.00,0.00,-1.28,0.00,-0.41,1.98,0.04,1.10,0.33,0.27,0.00,0.00,-19.76,-20.61,24.75,-18.79,-48911.00,-194.00,652928.00,781275.00,0.50,-0.47,0.81,0.44,0.56,0.76,1,1
941,47.262,0.14,0.00,-0.03,-0.00,0.01,0.00,-0.00,-1.28,0.00,-0.16,0.66,0.02,1.39,0.37,0.12,0.00,0.00,-19.77,-20.58,24.75,-18.73,-48893.00,-188.00,652928.00,781275.00,0.49,-0.46,0.82,0.44,0.56,0.75,1,1
942,47.315,0.13,0.00,0.02,-0.02,0.01,-0.00,-0.00,-1.28,0.00,-0.14,1.79,-0.78,1.90,0.14,0.10,0.00,0.00,-19.78,-20.49,24.72,-18.63,-48886.00,-183.00,652928.00,781275.00,0.49,-0.47,0.82,0.45,0.56,0.76,1,1
943,47.364,0.13,-0.02,0.00,0.01,-0.01,0.00,0.00,-1.28,0.00,-0.99,1.87,-0.41,1.36,0.42,0.18,0.00,0.00,-19.83,-20.39,24.69,-18.56,-48865.00,-174.00,652928.00,781275.00,0.49,-0.47,0.82,0.44,0.56,0.75,1,0
944,47.413,0.15,-0.00,-0.02,0.01,0.02,-0.00,-0.00,-1.28,0.00,-1.03,1.08,-0.11,2.21,0.35,0.04,0.00,0.00,-19.88,-20.34,24.69,-18.45,-48848.00,-172.00,652928.00,781275.00,0.49,-0.47,0.82,0.44,0.56,0.75,1,1
945,47.463,0.14,0.01,-0.02,0.00,-0.03,0.00,0.00,-1.28,0.00,-0.51,0.19,-0.03,0.76,0.40,0.12,0.00,0.00,-19.90,-20.33,24.69,-18.42,-48828.00,-166.00,652928.00,781275.00,0.49,-0.47,0.83,0.44,0.56,0.76,1,0
946,47.512,0.13,0.01,0.02,-0.00,0.00,-0.00,-0.00,-1.28,0.00,-0.17,0.94,-0.03,0.89,0.35,0.08,0.00,0.00,-19.91,-20.29,24.69,-18.37,-48811.00,-162.00,652928.00,781275.00,0.50,-0.48,0.82,0.44,0.56,0.76,1,0
947,47.561,0.11,0.00,0.01,0.00,0.00,-0.00,0.00,-1.28,0.00,0.05,1.26,0.11,1.03,0.29,0.10,0.00,0.00,-19.91,-20.22,24.69,-18.32,-48797.00,-157.00,652928.00,781275.00,0.49,-0.48,0.83,0.44,0.55,0.76,1,0
948,47.61,0.11,0.02,-0.05,-0.00,-0.02,-0.00,-0.00,-1.28,0.00,1.21,-1.47,0.08,0.21,0.20,0.00,0.00,0.00,-19.85,-20.30,24.70,-18.31,-48787.00,-157.00,652928.00,781275.00,0.48,-0.47,0.82,0.44,0.56,0.75,1,0
949,47.659,0.12,-0.03,0.03,-0.02,0.02,0.00,-0.00,-1.28,0.00,-0.43,-0.13,-0.67,1.09,1.44,-0.06,0.00,0.00,-19.87,-20.30,24.66,-18.26,-48715.00,-160.00,652928.00,781275.00,0.50,-0.47,0.81,0.44,0.56,0.76,1,1
950,47.712,0.11,0.01,-0.01,-0.02,-0.01,0.01,-0.00,-1.28,0.00,-0.15,-0.59,-1.77,0.45,4.36,-0.32,0.00,0.00,-19.88,-20.33,24.57,-18.23,-48497.00,-176.00,652928.00,781275.00,0.50,-0.47,0.82,0.43,0.56,0.76,1,0
951,47.762,0.12,0.00,-0.02,0.02,-0.00,0.00,-0.00,-1.28,0.00,0.06,-1.56,-0.56,0.25,4.88,-0.38,0.00,0.00,-19.87,-20.41,24.55,-18.22,-48253.00,-195.00,652928.00,781275.00,0.47,-0.48,0.83,0.44,0.56,0.77,1,0
952,47.811,0.15,-0.03,0.01,-0.01,-0.02,-0.00,0.00,-1.28,0.00,-1.33,-0.94,-0.88,-0.92,3.42,-0.16,0.00,0.00,-19.94,-20.46,24.50,-18.27,-48082.00,-203.00,652928.00,781275.00,0.50,-0.46,0.82,0.44,0.55,0.76,1,1
953,47.864,0.14,0.01,-0.01,0.01,0.01,-0.00,0.00,-1.28,0.00,-0.94,-1.27,-0.56,-0.34,1.42,0.04,0.00,0.00,-19.99,-20.52,24.47,-18.28,-48011.00,-201.00,652928.00,781275.00,0.50,-0.47,0.83,0.44,0.56,0.76,1,1
954,47.913,0.12,0.01,0.01,0.01,-0.00,-0.00,-0.00,-1.28,0.00,-0.38,-0.58,-0.27,-0.39,0.22,0.04,0.00,0.00,-20.01,-20.55,24.46,-18.30,-48000.00,-199.00,652928.00,781275.00,0.50,-0.47,0.82,0.45,0.55,0.76,1,1
955,47.962,0.09,-0.02,-0.03,-0.02,-0.00,-0.00,-0.00,-1.28,0.00,-1.22,-2.26,-1.22,-0.52,-0.02,0.00,0.00,0.00,-20.07,-20.66,24.40,-18.33,-48001.00,-199.00,652928.00,781275.00,0.50,-0.47,0.82,0.45,0.55,0.77,1,1
956,48.011,0.13,0.01,0.06,0.01,0.02,0.00,-0.00,-1.28,0.00,-0.71,0.61,-0.84,0.61,0.00,0.02,0.00,0.00,-20.10,-20.63,24.36,-18.30,-48001.00,-198.00,652928.00,781275.00,0.49,-0.47,0.82,0.45,0.55,0.76,1,1
957,48.061,0.13,0.03,0.06,-0.00,0.03,0.00,-0.00,-1.28,0.00,0.53,3.45,-1.01,1.99,-0.06,-0.06,0.00,0.00,-20.08,-20.46,24.31,-18.20,-48004.00,-201.00,652928.00,781275.00,0.50,-0.48,0.82,0.44,0.55,0.78,1,1
958,48.114,0.13,-0.01,0.01,0.01,-0.02,0.00,0.00,-1.28,0.00,0.06,3.90,-0.59,0.95,0.08,-0.04,0.00,0.00,-20.07,-20.27,24.28,-18.16,-48000.00,-203.00,652928.00,781275.00,0.48,-0.48,0.83,0.43,0.55,0.77,1,1
959,48.162,0.12,0.03,-0.09,0.01,-0.02,-0.00,0.00,-1.28,0.00,1.39,-0.63,-0.08,0.12,0.00,0.00,0.00,0.00,-20.01,-20.30,24.27,-18.15,-48000.00,-203.00,652928.00,781275.00,0.49,-0.47,0.82,0.44,0.55,0.76,1,1
960,48.212,0.11,-0.01,0.04,-0.00,0.02,-0.00,0.00,-1.28,0.00,0.92,1.50,-0.14,1.00,0.06,-0.16,0.00,0.00,-19.96,-20.23,24.27,-18.10,-47997.00,-211.00,652928.00,781275.00,0.48,-0.48,0.82,0.44,0.55,0.78,1,1
961,48.261,0.14,-0.02,-0.04,0.01,-0.03,0.00,-0.00,-1.28,0.00,0.12,-0.51,0.29,-0.52,0.06,-0.22,0.00,0.00,-19.95,-20.26,24.28,-18.13,-47994.00,-222.00,652928.00,781275.00,0.49,-0.47,0.83,0.44,0.54,0.76,1,0
962,48.31,0.11,0.01,-0.00,0.00,0.01,0.00,0.00,-1.28,0.00,0.38,-0.69,0.39,-0.11,0.10,-0.16,0.00,0.00,-19.93,-20.29,24.30,-18.13,-47989.00,-230.00,652928.00,781275.00,0.49,-0.47,0.83,0.44,0.55,0.76,1,0
963,48.36,0.14,-0.01,0.01,0.00,-0.01,-0.00,0.00,-1.28,0.00,-0.11,-0.18,0.62,-0.39,0.08,-0.10,0.00,0.00,-19.94,-20.30,24.33,-18.15,-47985.00,-235.00,652928.00,781275.00,0.50,-0.47,0.82,0.44,0.55,0.76,1,0
964,48.413,0.11,0.03,-0.01,-0.03,0.03,0.00,-0.00,-1.28,0.00,1.55,-0.90,-1.02,0.93,0.22,-0.34,0.00,0.00,-19.86,-20.34,24.28,-18.10,-47974.00,-252.00,652928.00,781275.00,0.50,-0.46,0.82,0.45,0.55,0.77,1,0
965,48.462,0.11,-0.03,0.02,0.02,0.04,-0.00,0.00,-1.28,0.00,-0.15,-0.10,0.19,2.96,0.08,-0.24,0.00,0.00,-19.87,-20.35,24.29,-17.96,-47970.00,-264.00,652928.00,781275.00,0.49,-0.47,0.82,0.43,0.55,0.76,1,1
966,48.511,0.11,0.01,-0.01,0.02,-0.01,-0.00,0.00,-1.28,0.00,0.43,-0.77,0.95,2.33,0.00,-0.04,0.00,0.00,-19.85,-20.39,24.34,-17.84,-47970.00,-266.00,652928.00,781275.00,0.49,-0.48,0.83,0.43,0.55,0.78,1,0
967,48.56,0.12,-0.01,0.02,-0.01,-0.03,-0.00,0.00,-1.28,0.00,-0.15,0.24,0.51,0.67,0.00,-0.02,0.00,0.00,-19.86,-20.38,24.36,-17.81,-47970.00,-267.00,652928.00,781275.00,0.49,-0.47,0.82,0.44,0.55,0.76,1,0
968,48.609,0.12,0.01,-0.03,0.02,-0.02,-0.00,-0.00,-1.28,0.00,0.48,-1.33,1.54,-0.50,0.00,-0.18,0.00,0.00,-19.83,-20.44,24.44,-17.83,-47970.00,-276.00,652928.00,781275.00,0.49,-0.48,0.82,0.43,0.54,0.76,1,1
969,48.658,0.12,-0.01,0.03,0.00,-0.00,-0.00,0.00,-1.28,0.00,0.06,0.25,1.67,-0.62,0.02,-0.02,0.00,0.00,-19.83,-20.43,24.52,-17.86,-47969.00,-277.00,652928.00,781275.00,0.50,-0.47,0.82,0.44,0.55,0.76,1,1
970,48.712,0.12,0.02,-0.02,-0.03,0.00,-0.00,0.00,-1.28,0.00,0.91,-0.81,0.24,-0.46,0.00,0.00,0.00,0.00,-19.78,-20.47,24.53,-17.88,-47969.00,-277.00,652928.00,781275.00,0.49,-0.47,0.82,0.44,0.56,0.76,0,0
971,48.761,0.10,0.02,-0.01,-0.01,0.02,-0.00,0.00,-1.28,0.00,1.88,-1.10,-0.24,0.29,0.04,0.00,0.00,0.00,-19.69,-20.52,24.52,-17.87,-47967.00,-277.00,652928.00,781275.00,0.51,-0.46,0.82,0.43,0.55,0.77,1,0
972,48.81,0.09,-0.02,-0.00,0.01,-0.00,-0.00,0.00,-1.28,0.00,0.61,-1.34,0.44,0.17,0.04,-0.02,0.00,0.00,-19.66,-20.59,24.55,-17.86,-47965.00,-278.00,652928.00,781275.00,0.48,-0.47,0.83,0.44,0.54,0.77,1,1
973,48.86,0.13,0.00,0.01,0.00,-0.01,-0.00,0.00,-1.28,0.00,0.65,-0.96,0.51,-0.12,0.00,0.00,0.00,0.00,-19.63,-20.64,24.57,-17.87,-47965.00,-278.00,652928.00,781275.00,0.49,-0.47,0.82,0.44,0.55,0.77,0,1
974,48.908,0.12,-0.02,0.02,0.01,0.04,-0.00,0.00,-1.28,0.00,-0.31,0.24,1.01,1.77,0.00,0.00,0.00,0.00,-19.64,-20.63,24.62,-17.78,-47965.00,-278.00,652928.00,781275.00,0.49,-0.47,0.81,0.44,0.55,0.77,0,1
975,48.957,0.11,0.01,-0.01,-0.02,-0.03,-0.00,0.00,-1.28,0.00,0.08,-0.12,0.06,0.35,0.00,0.00,0.00,0.00,-19.64,-20.63,24.62,-17.76,-47965.00,-278.00,652928.00,781275.00,0.48,-0.47,0.82,0.43,0.55,0.76,0,1
976,49.006,0.12,-0.01,-0.00,-0.00,0.03,-0.00,0.00,-1.28,0.00,-0.40,-0.30,0.01,1.82,0.02,0.00,0.00,0.00,-19.66,-20.65,24.62,-17.67,-47964.00,-278.00,652928.00,781275.00,0.48,-0.47,0.82,0.44,0.56,0.76,1,1
977,49.056,0.13,0.02,0.00,0.00,0.04,-0.00,0.00,-1.28,0.00,0.52,-0.16,0.25,3.81,0.00,0.00,0.00,0.00,-19.63,-20.65,24.64,-17.48,-47964.00,-278.00,652928.00,781275.00,0.48,-0.46,0.83,0.44,0.55,0.77,0,1
978,49.109,0.09,-0.00,-0.01,-0.01,-0.03,-0.00,0.00,-1.28,0.00,0.31,-0.56,-0.03,2.34,0.00,0.00,0.00,0.00,-19.62,-20.68,24.63,-17.37,-47964.00,-278.00,652928.00,781275.00,0.49,-0.48,0.82,0.41,0.57,0.77,0,1
979,49.158,0.14,0.00,0.00,-0.01,-0.05,-0.00,0.00,-1.28,0.00,0.36,-0.37,-0.71,-0.18,0.00,0.00,0.00,0.00,-19.60,-20.70,24.60,-17.38,-47964.00,-278.00,652928.00,781275.00,0.50,-0.47,0.83,0.43,0.56,0.77,0,1
980,49.208,0.11,0.00,0.01,0.02,0.01,-0.00,0.00,-1.28,0.00,0.45,-0.09,0.04,0.15,0.00,0.00,0.00,0.00,-19.58,-20.71,24.60,-17.37,-47964.00,-278.00,652928.00,781275.00,0.49,-0.47,0.82,0.43,0.56,0.77,0,1
981,49.257,0.12,0.01,-0.01,0.00,0.04,-0.00,0.00,-1.28,0.00,1.02,-0.70,0.14,1.93,0.00,0.00,0.00,0.00,-19.53,-20.74,24.61,-17.28,-47964.00,-278.00,652928.00,781275.00,0.51,-0.47,0.82,0.43,0.56,0.76,0,1
982,49.305,0.11,-0.02,0.02,-0.01,-0.00,-0.00,0.00,-1.28,0.00,0.09,0.41,-0.35,1.75,0.00,0.00,0.00,0.00,-19.52,-20.72,24.59,-17.19,-47964.00,-278.00,652928.00,781275.00,0.49,-0.47,0.82,0.42,0.55,0.77,0,1
983,49.354,0.12,-0.00,-0.00,-0.00,-0.02,-0.00,0.00,-1.28,0.00,-0.13,0.25,-0.55,0.82,0.00,0.00,0.00,0.00,-19.53,-20.71,24.56,-17.15,-47964.00,-278.00,652928.00,781275.00,0.50,-0.47,0.82,0.43,0.55,0.77,0,1
984,49.404,0.11,-0.01,-0.00,0.01,-0.01,-0.00,0.00,-1.28,0.00,-0.54,0.04,-0.11,0.53,0.00,0.00,0.00,0.00,-19.56,-20.71,24.56,-17.12,-47964.00,-278.00,652928.00,781275.00,0.50,-0.47,0.83,0.42,0.55,0.78,0,1
985,49.453,0.12,0.02,0.00,-0.00,0.00,-0.00,0.00,-1.28,0.00,0.29,0.26,-0.20,0.58,0.00,0.00,0.00,0.00,-19.54,-20.69,24.55,-17.09,-47964.00,-278.00,652928.00,781275.00,0.50,-0.47,0.83,0.43,0.55,0.78,0,1
986,49.502,0.11,-0.00,0.01,0.00,0.02,-0.00,0.00,-1.28,0.00,0.14,0.60,-0.08,1.74,0.00,0.00,0.00,0.00,-19.54,-20.66,24.54,-17.01,-47964.00,-278.00,652928.00,781275.00,0.50,-0.47,0.83,0.43,0.55,0.79,0,1
987,49.556,0.11,-0.00,-0.01,-0.01,-0.03,-0.00,0.00,-1.28,0.00,0.02,0.33,-0.34,0.16,0.00,0.00,0.00,0.00,-19.54,-20.65,24.53,-17.00,-47964.00,-278.00,652928.00,781275.00,0.49,-0.47,0.82,0.42,0.55,0.77,0,1
988,49.605,0.13,0.01,0.01,0.01,0.00,-0.00,0.00,-1.28,0.00,0.39,0.88,0.21,0.38,0.00,0.00,0.00,0.00,-19.52,-20.60,24.54,-16.98,-47964.00,-278.00,652928.00,781275.00,0.49,-0.47,0.82,0.43,0.55,0.78,0,1
989,49.65,0.10,0.01,0.01,-0.00,0.01,-0.00,0.00,-1.28,0.00,0.86,1.16,0.07,1.06,0.00,0.00,0.00,0.00,-19.47,-20.55,24.54,-16.93,-47964.00,-278.00,652928.00,781275.00,0.49,-0.47,0.82,0.42,0.55,0.77,0,1
990,49.703,0.12,-0.00,-0.02,-0.01,-0.03,-0.00,0.00,-1.28,0.00,0.69,0.42,-0.18,-0.27,0.00,0.00,0.00,0.00,-19.44,-20.53,24.53,-16.94,-47964.00,-278.00,652928.00,781275.00,0.49,-0.46,0.82,0.42,0.55,0.76,0,1
991,49.752,0.11,0.00,0.01,-0.01,0.03,-0.00,0.00,-1.28,0.00,0.77,0.83,-0.68,1.11,0.00,0.00,0.00,0.00,-19.40,-20.48,24.50,-16.89,-47964.00,-278.00,652928.00,781275.00,0.48,-0.47,0.82,0.43,0.56,0.78,0,1
992,49.801,0.11,0.00,0.01,0.02,-0.03,-0.00,0.00,-1.28,0.00,0.85,1.48,0.28,-0.33,0.00,0.00,0.00,0.00,-19.36,-20.41,24.51,-16.90,-47964.00,-278.00,652928.00,781275.00,0.48,-0.48,0.82,0.42,0.55,0.77,0,1
993,49.85,0.15,0.01,0.03,-0.01,0.02,-0.00,0.00,-1.28,0.00,1.55,2.78,-0.29,0.55,0.00,0.00,0.00,0.00,-19.28,-20.27,24.50,-16.88,-47964.00,-278.00,652928.00,781275.00,0.49,-0.47,0.83,0.43,0.55,0.77,0,1
994,49.9,0.13,-0.00,-0.02,0.00,-0.05,-0.00,0.00,-1.28,0.00,1.35,1.69,-0.20,-2.06,0.00,0.12,0.00,0.00,-19.22,-20.19,24.49,-16.98,-47964.00,-272.00,652928.00,781275.00,0.48,-0.48,0.83,0.42,0.55,0.78,1,1
995,49.948,0.14,-0.00,-0.02,0.03,0.03,-0.00,-0.00,-1.28,0.00,1.22,0.45,1.07,-0.77,-0.14,-0.04,0.00,0.00,-19.16,-20.17,24.54,-17.01,-47971.00,-274.00,652928.00,781275.00,0.48,-0.47,0.83,0.42,0.56,0.78,1,1
996,49.998,0.11,-0.02,-0.02,0.00,-0.01,-0.00,0.00,-1.28,0.00,0.23,-0.56,1.28,-1.12,-0.30,0.04,0.00,0.00,-19.15,-20.20,24.61,-17.07,-47986.00,-272.00,652928.00,781275.00,0.48,-0.47,0.83,0.43,0.55,0.77,1,0
997,50.051,0.12,-0.00,0.01,-0.04,0.00,-0.00,-0.00,-1.28,0.00,-0.00,0.12,-0.57,-0.95,-1.78,0.04,0.00,0.00,-19.15,-20.19,24.58,-17.12,-48077.00,-270.00,652928.00,781275.00,0.49,-0.46,0.83,0.43,0.55,0.78,1,0
998,50.1,0.12,0.03,-0.00,0.01,0.03,-0.01,0.00,-1.28,0.00,1.67,-0.04,-0.09,0.72,-4.56,0.22,0.00,0.00,-19.06,-20.19,24.57,-17.08,-48305.00,-259.00,652928.00,781275.00,0.47,-0.47,0.84,0.42,0.55,0.77,1,1
999,50.15,0.12,-0.01,0.01,0.01,-0.02,-0.01,0.00,-1.28,0.00,1.41,0.34,0.48,-0.18,-9.62,0.56,0.00,0.00,-18.99,-20.18,24.60,-17.09,-48786.00,-231.00,652928.00,781275.00,0.48,-0.47,0.84,0.42,0.55,0.77,1,1
1000,50.199,0.12,-0.00,-0.00,-0.00,0.02,-0.01,0.00,-1.28,0.00,1.26,0.20,0.41,0.82,-16.12,0.90,0.00,0.00,-18.93,-20.17,24.62,-17.05,-49576.00,-187.00,652928.00,781275.00,0.47,-0.47,0.84,0.42,0.56,0.78,1,1
1001,50.252,0.13,-0.02,-0.00,-0.01,-0.02,-0.01,-0.00,-1.28,0.00,0.37,0.08,-0.04,-0.17,-20.90,0.84,0.00,0.00,-18.91,-20.16,24.61,-17.06,-50621.00,-145.00,652928.00,781275.00,0.48,-0.47,0.85,0.42,0.55,0.78,1,1
1002,50.3,0.09,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-1.28,0.00,0.22,-0.61,-0.19,-0.29,-19.29,0.96,0.00,0.00,-18.90,-20.19,24.60,-17.08,-51624.00,-95.00,652928.00,781275.00,0.48,-0.46,0.84,0.43,0.55,0.77,1,0
1003,50.35,0.10,-0.01,0.02,0.01,-0.00,0.01,-0.00,-1.28,0.00,-0.38,0.25,0.11,-0.42,-14.82,0.78,0.00,0.00,-18.92,-20.18,24.61,-17.10,-52365.00,-56.00,652928.00,781275.00,0.48,-0.47,0.83,0.43,0.55,0.78,1,0
1004,50.403,0.12,-0.00,-0.00,-0.00,0.00,0.01,-0.00,-1.28,0.00,-0.40,0.20,0.05,-0.30,-10.74,0.62,0.00,0.00,-18.94,-20.17,24.61,-17.11,-52902.00,-25.00,652928.00,781275.00,0.47,-0.46,0.84,0.43,0.55,0.77,1,0
1005,50.452,0.12,0.01,-0.00,-0.00,-0.00,0.01,-0.00,-1.28,0.00,-0.12,0.04,-0.03,-0.50,-5.08,0.30,0.00,0.00,-18.94,-20.17,24.61,-17.14,-53156.00,-10.00,652928.00,781275.00,0.47,-0.47,0.83,0.42,0.55,0.76,1,0
1006,50.502,0.12,-0.01,0.01,-0.00,0.00,0.00,-0.00,-1.28,0.00,-0.46,0.46,-0.05,-0.48,-3.20,0.26,0.00,0.00,-18.97,-20.15,24.61,-17.16,-53316.00,3.00,652928.00,781275.00,0.47,-0.47,0.84,0.42,0.55,0.77,1,0
1007,50.551,0.11,-0.00,-0.01,0.00,0.01,0.00,-0.00,-1.28,0.00,-0.59,0.11,0.10,-0.21,-2.73,0.14,0.00,0.00,-19.00,-20.14,24.61,-17.17,-53450.00,10.00,652928.00,781275.00,0.48,-0.47,0.83,0.43,0.55,0.77,1,0
1008,50.6,0.10,0.00,0.01,-0.00,0.01,0.00,-0.00,-1.28,0.00,-0.46,0.65,-0.14,0.11,-0.90,0.08,0.00,0.00,-19.02,-20.11,24.61,-17.17,-53495.00,14.00,652928.00,781275.00,0.48,-0.47,0.84,0.43,0.55,0.78,1,0
1009,50.649,0.10,-0.00,0.01,-0.00,0.00,0.00,-0.00,-1.28,0.00,-0.70,1.14,-0.17,0.29,-0.20,0.06,0.00,0.00,-19.05,-20.05,24.60,-17.15,-53505.00,17.00,652928.00,781275.00,0.47,-0.47,0.84,0.42,0.54,0.78,1,0
1010,50.698,0.10,0.01,-0.02,-0.00,-0.01,0.00,-0.00,-1.28,0.00,-0.36,0.21,-0.37,-0.16,-0.08,0.00,0.00,0.00,-19.07,-20.04,24.58,-17.16,-53509.00,17.00,652928.00,781275.00,0.47,-0.46,0.83,0.43,0.55,0.77,1,0
1011,50.747,0.11,0.00,-0.00,0.00,0.01,0.00,-0.00,-1.28,0.00,-0.28,0.15,-0.32,0.09,0.00,0.00,0.00,0.00,-19.09,-20.04,24.56,-17.16,-53509.00,17.00,652928.00,781275.00,0.48,-0.47,0.84,0.42,0.55,0.78,0,0
1012,50.797,0.11,-0.00,0.00,0.01,-0.01,0.00,-0.00,-1.28,0.00,-0.47,0.38,0.11,-0.26,0.08,0.06,0.00,0.00,-19.11,-20.02,24.57,-17.17,-53505.00,20.00,652928.00,781275.00,0.47,-0.47,0.83,0.43,0.56,0.78,1,0
1013,50.846,0.11,0.01,-0.00,-0.01,-0.00,0.00,-0.00,-1.28,0.00,0.02,0.28,-0.29,-0.40,0.10,0.02,0.00,0.00,-19.11,-20.00,24.55,-17.19,-53500.00,21.00,652928.00,781275.00,0.46,-0.47,0.83,0.42,0.55,0.78,1,0
1014,50.894,0.11,0.00,0.01,0.01,0.01,-0.00,-0.00,-1.28,0.00,0.15,0.55,0.40,-0.05,0.02,0.00,0.00,0.00,-19.10,-19.98,24.57,-17.19,-53499.00,21.00,652928.00,781275.00,0.47,-0.47,0.83,0.42,0.55,0.78,1,0
1015,50.944,0.12,0.01,-0.01,-0.01,-0.01,-0.00,-0.00,-1.28,0.00,0.84,0.05,-0.26,-0.32,-0.08,0.02,0.00,0.00,-19.06,-19.97,24.56,-17.21,-53503.00,22.00,652928.00,781275.00,0.49,-0.46,0.83,0.43,0.55,0.77,1,0
1016,50.993,0.12,-0.01,0.01,-0.01,0.01,0.00,0.00,-1.28,0.00,0.18,0.71,-0.67,-0.06,-0.02,0.04,0.00,0.00,-19.05,-19.94,24.53,-17.21,-53504.00,24.00,652928.00,781275.00,0.47,-0.47,0.84,0.42,0.55,0.77,1,0
