,Ref_task1_Time,User_task1_Time,Ref_task1_Force,User_task1_Force,Ref_task1_L_pitchAcc,User_task1_L_pitchAcc,Ref_task1_L_yawAcc,User_task1_L_yawAcc,Ref_task1_L_surgeAcc,User_task1_L_surgeAcc,Ref_task1_L_rollAcc,User_task1_L_rollAcc,Ref_task1_L_pitchVel,User_task1_L_pitchVel,Ref_task1_L_yawVel,User_task1_L_yawVel,Ref_task1_L_surgeVel,User_task1_L_surgeVel,Ref_task1_L_rollVel,User_task1_L_rollVel,Ref_task1_L_pitch,User_task1_L_pitch,Ref_task1_L_yaw,User_task1_L_yaw,Ref_task1_L_surge,User_task1_L_surge,Ref_task1_L_roll,User_task1_L_roll,Ref_task1_L_x,User_task1_L_x,Ref_task1_L_y,User_task1_L_y,Ref_task1_L_z,User_task1_L_z,Ref_task1_L_motion,User_task1_L_motion,Ref_task1_R_pitchAcc,User_task1_R_pitchAcc,Ref_task1_R_yawAcc,User_task1_R_yawAcc,Ref_task1_R_surgeAcc,User_task1_R_surgeAcc,Ref_task1_R_rollAcc,User_task1_R_rollAcc,Ref_task1_R_pitchVel,User_task1_R_pitchVel,Ref_task1_R_yawVel,User_task1_R_yawVel,Ref_task1_R_surgeVel,User_task1_R_surgeVel,Ref_task1_R_rollVel,User_task1_R_rollVel
242,[19.03322005],[19.02602863],[0.],[0.],[0.],[-0.1],[-0.03],[-0.05],[0.05],[0.03],[-0.01],[-0.01],[0.05],[0.06],[0.],[-0.],[-0.02],[-0.],[0.01],[-0.],[0.25],[-0.48],[-1.12],[-4.72],[-0.09],[0.08],[-8.47],[-2.62],[0.05],[0.],[0.],[0.],[0.02],[0.02],[0.],[0.07],[-22.98],[-22.58],[-26.12],[-26.41],[10.34],[11.16],[-21.64],[-21.69],[23996.],[33839.],[36.],[1182.],[-3276.],[2068.],[-1408.],[-1193.]
243,[19.09403563],[19.08689594],[0.],[0.],[0.],[0.01],[-0.03],[0.02],[0.07],[0.03],[-0.02],[-0.02],[0.05],[0.12],[0.],[-0.],[0.06],[0.01],[-0.],[-0.],[3.43],[2.31],[1.67],[1.96],[-0.09],[2.89],[-7.01],[-2.62],[0.],[0.],[0.],[0.],[5.98],[0.02],[0.16],[0.17],[-22.79],[-22.58],[-26.12],[-26.47],[12.09],[11.58],[-21.85],[-21.77],[23996.],[33839.],[30.],[1182.],[-3276.],[2074.],[-1391.],[-1193.]
244,[19.15584278],[19.14787292],[0.],[0.],[0.],[0.02],[-0.03],[-0.04],[-0.05],[-0.08],[0.],[0.03],[0.05],[0.06],[0.],[-0.],[0.05],[0.01],[0.],[-0.],[3.43],[5.77],[1.67],[5.07],[-0.09],[2.22],[-5.07],[-2.62],[0.02],[0.],[0.],[0.],[9.61],[0.02],[0.16],[0.23],[-22.79],[-22.58],[-26.12],[-26.47],[12.09],[12.17],[-21.8],[-21.77],[23996.],[33839.],[-3.],[1182.],[-3276.],[2059.],[-1394.],[-1193.]
245,[19.21682],[19.21017742],[0.],[0.],[0.],[0.01],[-0.01],[-0.02],[-0.28],[-0.08],[0.],[-0.01],[0.02],[-0.04],[0.],[-0.],[-0.12],[0.],[-0.01],[-0.01],[3.43],[7.48],[1.67],[2.11],[-0.09],[0.73],[-3.69],[-2.62],[0.],[0.],[0.],[0.],[1.56],[0.02],[0.16],[0.16],[-22.74],[-22.58],[-25.92],[-26.18],[12.88],[12.65],[-21.76],[-21.77],[23996.],[33839.],[-18.],[1181.],[-3276.],[2018.],[-1413.],[-1193.]
246,[19.27856207],[19.26127672],[0.],[0.],[0.],[-0.03],[0.02],[0.07],[0.14],[0.05],[0.],[-0.],[0.02],[-0.08],[0.],[0.],[0.04],[0.],[-0.01],[-0.01],[3.43],[8.12],[1.67],[3.05],[-0.68],[-0.39],[-1.55],[-2.62],[0.],[0.],[0.],[0.],[0.02],[0.02],[0.16],[0.19],[-22.75],[-22.58],[-25.03],[-25.21],[12.96],[13.01],[-21.79],[-21.77],[23996.],[33839.],[-1.],[1181.],[-3276.],[1698.],[-1420.],[-1193.]
247,[19.34034657],[19.32204032],[0.],[0.],[0.],[0.03],[0.02],[0.01],[-0.01],[-0.01],[0.01],[0.01],[0.02],[-0.01],[0.],[0.],[0.2],[-0.],[0.],[0.],[3.43],[8.54],[1.33],[0.41],[-0.68],[-0.81],[-5.5],[-2.62],[0.],[0.],[0.],[0.],[0.],[0.],[0.16],[0.08],[-22.62],[-22.58],[-25.],[-25.21],[13.26],[13.59],[-21.82],[-21.77],[23996.],[33839.],[4.],[1177.],[-3276.],[1604.],[-1435.],[-1193.]
248,[19.40121484],[19.38383698],[0.],[0.],[0.],[-0.02],[-0.02],[-0.02],[-0.01],[-0.02],[0.01],[-0.02],[0.02],[0.08],[0.],[0.],[-0.01],[-0.],[0.],[0.],[3.43],[6.75],[-0.98],[-0.77],[-0.68],[1.06],[-8.59],[-2.62],[-0.05],[0.],[0.],[0.],[0.],[0.],[0.16],[0.03],[-22.67],[-22.58],[-24.58],[-24.22],[14.92],[14.35],[-21.92],[-21.77],[23996.],[33839.],[1.],[1176.],[-3276.],[1604.],[-1442.],[-1193.]
249,[19.45207644],[19.44567156],[0.],[0.],[0.],[-0.02],[-0.02],[-0.05],[-0.01],[-0.01],[0.01],[0.01],[0.02],[0.05],[0.],[0.],[-0.01],[-0.],[0.],[0.],[1.93],[-1.23],[1.2],[3.73],[-0.68],[-0.94],[-0.72],[-0.18],[-0.03],[0.],[0.],[0.],[0.],[0.],[0.16],[0.],[-22.69],[-22.58],[-24.32],[-24.02],[14.92],[14.95],[-22.38],[-21.77],[23996.],[33839.],[7.],[1176.],[-3276.],[1603.],[-1442.],[-1193.]
250,[19.51393175],[19.50664902],[0.],[0.],[0.],[0.],[-0.01],[-0.],[0.09],[0.04],[0.02],[0.02],[0.02],[0.01],[0.],[0.],[-0.01],[0.02],[0.],[0.],[0.84],[-3.77],[1.2],[4.5],[-0.68],[-2.12],[0.34],[0.24],[0.],[0.],[0.],[0.],[-0.82],[-0.21],[0.43],[0.32],[-22.56],[-22.58],[-24.32],[-23.94],[14.92],[15.37],[-22.73],[-21.77],[23996.],[33839.],[26.],[1173.],[-3276.],[1607.],[-1432.],[-1193.]
251,[19.57472062],[19.56737828],[0.],[0.],[0.02],[0.03],[-0.01],[-0.01],[-0.06],[-0.03],[0.02],[0.02],[0.02],[-0.05],[0.],[0.],[-0.01],[-0.],[0.],[0.],[0.82],[0.08],[1.2],[3.39],[-0.68],[-2.19],[0.34],[-0.],[0.63],[0.],[0.02],[0.],[3.6],[-0.21],[0.34],[0.32],[-22.29],[-22.58],[-24.32],[-23.52],[16.43],[16.2],[-22.68],[-21.77],[23996.],[33839.],[31.],[1171.],[-3276.],[1611.],[-1406.],[-1193.]
252,[19.63658834],[19.62918186],[0.],[0.],[0.02],[0.01],[0.03],[0.06],[-0.07],[-0.03],[0.02],[-0.],[0.02],[-0.06],[0.],[0.],[-0.09],[-0.02],[0.],[0.],[2.35],[6.52],[1.2],[0.26],[-0.68],[-0.71],[0.34],[-0.07],[0.66],[0.],[-0.03],[0.],[17.66],[-0.21],[-0.1],[0.],[-21.98],[-22.58],[-24.32],[-22.75],[16.43],[16.94],[-22.94],[-21.77],[23996.],[33839.],[37.],[1173.],[-3276.],[1611.],[-1385.],[-1193.]
253,[19.69839191],[19.69106102],[0.],[0.],[-0.03],[-0.06],[0.03],[-0.04],[-0.07],[-0.03],[0.02],[0.],[0.02],[0.01],[0.],[-0.],[-0.18],[-0.02],[0.],[0.],[-1.],[-1.63],[1.2],[0.26],[-0.68],[-2.48],[0.34],[0.41],[0.2],[0.],[-0.02],[0.],[13.16],[-2.73],[-0.11],[-0.03],[-22.52],[-22.58],[-24.32],[-22.46],[17.55],[17.41],[-22.94],[-21.77],[23996.],[33858.],[37.],[1169.],[-3276.],[1611.],[-1391.],[-1193.]
254,[19.75927877],[19.74191761],[0.],[0.],[-0.03],[-0.01],[0.03],[0.04],[-0.06],[-0.03],[0.02],[0.02],[-0.09],[-0.1],[0.],[0.],[-0.13],[-0.02],[0.],[0.],[-1.14],[-1.63],[1.2],[-0.53],[-0.68],[-0.7],[0.34],[0.01],[5.87],[0.],[-0.07],[-0.08],[5.1],[-4.38],[-0.42],[-0.03],[-22.56],[-22.58],[-24.32],[-21.99],[17.55],[17.85],[-22.76],[-21.77],[23996.],[33976.],[39.],[1171.],[-3276.],[1611.],[-1398.],[-1193.]
255,[19.82023382],[19.80374289],[0.],[0.],[0.03],[0.04],[-0.],[-0.06],[0.01],[-0.01],[-0.27],[0.05],[-0.02],[-0.],[0.],[-0.],[0.07],[-0.],[0.],[0.],[-0.8],[-1.63],[1.2],[2.98],[-0.68],[-1.48],[2.03],[0.98],[7.9],[0.],[-0.02],[0.11],[2.81],[-5.88],[0.02],[0.],[-22.54],[-22.58],[-24.32],[-22.],[18.56],[18.25],[-22.55],[-21.77],[23996.],[34264.],[56.],[1169.],[-3276.],[1623.],[-1423.],[-1193.]
256,[19.87199306],[19.86454964],[0.],[0.],[0.03],[0.03],[-0.],[0.],[0.01],[0.01],[0.14],[0.26],[-0.02],[-0.03],[0.],[-0.],[0.02],[0.01],[0.],[0.],[-2.98],[-1.63],[1.2],[0.57],[-0.68],[-1.25],[2.49],[0.98],[-25.23],[-0.41],[0.],[0.03],[1.42],[-6.],[0.02],[-0.03],[-22.76],[-22.58],[-24.32],[-21.71],[18.56],[18.6],[-22.24],[-21.77],[23996.],[35162.],[82.],[1166.],[-3276.],[1631.],[-1422.],[-1193.]
257,[19.93279338],[19.92642021],[0.],[0.],[0.03],[0.02],[0.01],[0.01],[0.06],[0.02],[-0.06],[-0.29],[0.04],[0.01],[0.],[-0.],[0.07],[0.06],[-0.],[0.],[-7.23],[-7.37],[1.2],[3.08],[-0.68],[-0.55],[1.31],[0.98],[32.29],[-0.41],[0.],[0.],[-3.08],[-5.72],[0.02],[-0.02],[-22.88],[-22.58],[-24.32],[-21.77],[18.56],[18.86],[-22.11],[-21.77],[23996.],[36669.],[131.],[1159.],[-3276.],[1633.],[-1407.],[-1193.]
258,[19.99460292],[19.98737144],[0.],[0.],[-0.],[0.01],[0.],[-0.01],[-0.06],[-0.02],[-0.41],[-0.29],[0.05],[0.13],[0.],[0.],[0.01],[0.01],[0.],[0.],[-7.23],[-6.76],[-0.16],[-0.36],[-0.68],[-1.76],[4.88],[0.98],[110.08],[-0.41],[0.],[0.],[-8.15],[-3.11],[0.02],[0.],[-23.08],[-22.58],[-24.32],[-21.6],[18.56],[18.89],[-21.95],[-21.77],[23996.],[38601.],[158.],[1159.],[-3276.],[1622.],[-1423.],[-1193.]
259,[20.05643439],[20.04908919],[0.],[0.],[-0.],[0.],[0.],[0.01],[0.39],[0.03],[0.67],[-0.05],[0.03],[0.04],[0.],[0.],[-0.07],[0.01],[-0.01],[0.],[-1.54],[-5.98],[-0.16],[-0.28],[-0.68],[-2.05],[-0.09],[-0.16],[-4.9],[-2.93],[0.],[0.],[-1.08],[-0.56],[0.02],[0.],[-23.22],[-22.58],[-24.32],[-21.49],[18.56],[18.79],[-21.8],[-21.77],[23996.],[40596.],[188.],[1156.],[-3276.],[1579.],[-1436.],[-1193.]
260,[20.11730337],[20.10992622],[0.],[0.],[-0.01],[-0.04],[0.],[0.],[-0.15],[0.03],[0.],[-0.05],[0.],[-0.01],[0.],[0.],[0.03],[0.03],[0.01],[-0.],[-1.35],[3.9],[0.31],[0.48],[-0.68],[-4.55],[0.01],[-0.47],[-31.58],[-3.56],[0.],[-0.15],[-1.08],[-0.21],[0.02],[0.],[-23.19],[-22.58],[-24.32],[-21.61],[18.56],[18.79],[-21.79],[-21.77],[23996.],[42632.],[228.],[1154.],[-3276.],[1419.],[-1445.],[-1193.]
261,[20.17911506],[20.17183375],[0.],[0.],[-0.01],[-0.02],[-0.03],[-0.05],[-0.23],[-0.04],[-0.1],[-0.05],[0.],[-0.01],[0.],[0.],[-0.02],[-0.03],[-0.01],[0.],[-0.52],[3.81],[0.31],[-0.32],[-0.68],[-4.87],[-2.17],[-1.6],[-9.77],[-3.56],[0.02],[0.03],[-1.08],[-1.08],[0.02],[0.],[-23.17],[-22.58],[-24.32],[-21.74],[19.16],[18.96],[-21.72],[-21.74],[23996.],[44580.],[249.],[1153.],[-3276.],[1351.],[-1447.],[-1193.]
262,[20.23999643],[20.23271227],[0.],[0.],[-0.01],[0.07],[-0.01],[0.03],[0.09],[0.01],[-0.12],[-0.05],[0.],[-0.01],[0.],[0.],[-0.02],[-0.03],[-0.],[0.],[0.51],[5.06],[0.31],[0.46],[-0.68],[-0.91],[4.12],[1.2],[-0.23],[-1.58],[0.05],[0.08],[-1.08],[-1.56],[0.02],[-0.1],[-23.28],[-22.58],[-24.32],[-21.96],[19.16],[19.1],[-21.72],[-21.68],[23996.],[46681.],[235.],[1153.],[-3276.],[1257.],[-1449.],[-1193.]
263,[20.3018105],[20.29459906],[0.],[0.],[-0.01],[-0.03],[-0.01],[-0.],[-0.01],[-0.02],[-0.02],[0.01],[0.],[-0.01],[0.],[0.],[-0.02],[-0.04],[-0.],[0.],[0.17],[7.6],[0.31],[0.51],[-0.68],[-0.07],[4.42],[1.2],[-0.23],[-1.13],[0.05],[0.1],[-1.08],[-1.63],[0.25],[-0.02],[-23.32],[-22.58],[-24.32],[-22.29],[19.16],[19.14],[-21.54],[-21.6],[23996.],[48814.],[195.],[1153.],[-3276.],[1200.],[-1440.],[-1193.]
264,[20.35272837],[20.35529637],[0.],[0.],[-0.01],[-0.03],[-0.01],[-0.],[-0.01],[0.03],[-0.02],[-0.01],[0.],[-0.01],[0.],[0.],[-0.02],[-0.02],[-0.],[0.],[-1.42],[0.3],[-0.95],[-2.47],[-0.68],[-2.72],[3.93],[1.2],[-0.23],[-0.69],[0.05],[0.11],[-1.08],[-0.85],[-0.27],[-0.23],[-23.28],[-22.58],[-24.32],[-22.89],[19.16],[19.12],[-21.54],[-21.59],[23996.],[50900.],[203.],[1153.],[-3276.],[1105.],[-1427.],[-1193.]
265,[20.41450953],[20.41715956],[0.],[0.],[-0.01],[-0.01],[0.02],[0.04],[-0.01],[-0.04],[0.3],[0.04],[0.],[-0.01],[0.],[0.],[-0.01],[0.01],[-0.],[-0.],[0.76],[0.3],[-0.33],[-0.51],[-0.68],[-3.04],[-0.41],[0.61],[-0.08],[-0.08],[0.05],[0.08],[-1.08],[-0.29],[-0.21],[-0.23],[-23.24],[-22.58],[-24.32],[-23.65],[19.16],[19.07],[-21.54],[-21.58],[23996.],[52873.],[268.],[1153.],[-3276.],[711.],[-1427.],[-1193.]
266,[20.47534943],[20.47803187],[0.],[0.],[-0.01],[-0.01],[-0.02],[-0.03],[0.07],[0.04],[-0.25],[0.01],[0.],[-0.01],[0.],[0.],[-0.01],[-0.],[-0.],[0.],[1.49],[0.3],[-1.02],[-0.69],[-0.68],[-3.23],[-1.76],[-1.63],[0.],[0.],[0.05],[0.05],[-1.08],[0.],[-0.15],[-0.13],[-23.24],[-22.58],[-24.32],[-24.19],[21.78],[19.13],[-21.54],[-21.57],[23996.],[54812.],[324.],[1151.],[-3276.],[473.],[-1428.],[-1193.]
267,[20.53715014],[20.52994418],[0.],[0.],[-0.01],[0.13],[-0.02],[-0.03],[0.01],[0.04],[-0.23],[-0.],[0.],[-0.01],[0.],[-0.],[-0.01],[-0.],[-0.],[-0.],[3.16],[0.3],[0.02],[1.62],[-0.68],[-2.38],[-1.64],[-2.23],[0.],[0.],[0.05],[0.11],[-1.08],[0.02],[-0.03],[0.],[-23.28],[-22.58],[-24.73],[-24.61],[20.72],[19.08],[-21.54],[-21.63],[23996.],[56305.],[394.],[1146.],[-3276.],[7.],[-1429.],[-1193.]
268,[20.59802771],[20.59066415],[0.],[0.],[-0.01],[-0.09],[0.05],[0.03],[-0.],[-0.03],[0.35],[-0.],[0.],[-0.01],[0.],[0.],[-0.01],[-0.],[-0.],[-0.],[0.05],[0.3],[0.02],[-0.27],[4.71],[5.74],[-1.47],[-1.82],[-0.07],[-0.02],[0.05],[0.44],[-8.18],[0.02],[-0.03],[0.],[-23.29],[-22.58],[-24.73],[-24.74],[19.81],[18.95],[-21.54],[-21.63],[23996.],[57569.],[421.],[1142.],[-3276.],[-569.],[-1426.],[-1193.]
269,[20.65996432],[20.6526103],[0.],[0.],[-0.01],[-0.01],[-0.01],[0.01],[-0.],[0.],[0.3],[0.01],[0.],[-0.01],[0.],[0.],[-0.07],[-0.04],[-0.],[0.],[0.86],[0.3],[-0.78],[-2.11],[4.71],[11.7],[-3.84],[-3.58],[-0.4],[-0.02],[0.05],[0.19],[-13.35],[0.],[0.15],[0.05],[-23.23],[-22.58],[-24.73],[-24.81],[20.44],[18.81],[-21.54],[-21.65],[23996.],[58803.],[432.],[1141.],[-3276.],[-1242.],[-1426.],[-1193.]
270,[20.72170591],[20.71433544],[0.],[0.],[-0.01],[-0.01],[-0.01],[-0.01],[-0.],[-0.02],[-0.34],[-0.01],[0.],[-0.01],[0.],[0.],[-0.21],[-0.12],[-0.],[0.],[-0.19],[-0.01],[-0.35],[-0.36],[4.71],[13.15],[-1.54],[-2.2],[-0.52],[-0.02],[0.05],[0.12],[-10.82],[0.05],[0.22],[0.05],[-23.19],[-22.46],[-24.73],[-25.12],[19.41],[18.77],[-21.54],[-21.66],[23996.],[60052.],[442.],[1141.],[-3276.],[-1841.],[-1425.],[-1193.]
271,[20.78258944],[20.77531958],[0.],[0.],[0.01],[0.],[-0.01],[0.02],[-0.],[-0.],[-0.22],[-0.01],[0.],[-0.01],[0.],[0.],[-0.06],[-0.07],[-0.],[0.],[2.01],[-0.01],[-0.1],[0.35],[4.71],[16.22],[-1.54],[-2.22],[-0.44],[-1.25],[0.05],[0.1],[-8.7],[1.51],[0.],[0.02],[-23.04],[-22.53],[-24.73],[-25.5],[17.9],[18.62],[-21.54],[-21.59],[23996.],[60703.],[431.],[1141.],[-3276.],[-2117.],[-1431.],[-1193.]
272,[20.843364],[20.8370955],[0.],[0.],[-0.],[0.],[-0.01],[0.02],[-0.],[-0.01],[0.21],[0.02],[0.],[-0.01],[0.],[0.],[-0.06],[0.01],[-0.],[0.],[-0.78],[-0.01],[-0.53],[0.01],[4.71],[11.35],[0.39],[-0.21],[-0.47],[-1.24],[0.05],[0.11],[-14.57],[1.46],[0.],[0.03],[-22.68],[-22.49],[-24.73],[-25.55],[17.9],[18.58],[-21.54],[-21.54],[23996.],[61063.],[441.],[1141.],[-3276.],[-2376.],[-1409.],[-1193.]
273,[20.90531039],[20.89787292],[0.],[0.],[-0.],[0.],[-0.01],[0.01],[-0.],[-0.01],[0.03],[-0.02],[0.],[-0.01],[0.],[0.],[-0.06],[0.05],[-0.],[0.],[-0.28],[-0.01],[0.48],[1.03],[4.71],[3.85],[0.39],[-1.16],[-3.22],[-1.89],[0.02],[0.03],[-23.16],[0.42],[-0.02],[-0.03],[-22.3],[-22.34],[-24.73],[-25.5],[17.9],[18.49],[-21.54],[-21.38],[23996.],[61075.],[470.],[1141.],[-3276.],[-2630.],[-1410.],[-1193.]
274,[20.96704173],[20.95968056],[0.],[0.],[-0.],[0.01],[-0.04],[-0.06],[-0.],[0.02],[0.03],[-0.],[-0.01],[-0.01],[0.],[0.],[-0.06],[-0.03],[-0.01],[0.],[2.04],[0.01],[0.48],[1.98],[1.26],[-5.01],[-5.48],[-2.16],[-18.5],[-11.39],[0.02],[0.03],[-17.08],[0.25],[-0.02],[-0.07],[-22.3],[-22.18],[-24.73],[-25.39],[17.9],[18.41],[-21.19],[-21.33],[23996.],[61072.],[538.],[1141.],[-3276.],[-3021.],[-1413.],[-1193.]
275,[21.01803517],[21.02065802],[0.],[0.],[-0.],[-0.],[0.04],[0.03],[-0.],[-0.01],[0.03],[-0.02],[-0.01],[-0.01],[0.],[0.],[-0.15],[-0.11],[0.],[0.],[4.43],[9.52],[0.48],[2.81],[1.26],[-1.01],[-5.22],[-3.84],[-18.5],[-19.2],[0.03],[0.03],[-4.48],[0.89],[-0.02],[0.],[-21.77],[-21.91],[-24.73],[-25.37],[17.9],[18.38],[-21.08],[-21.32],[23996.],[60666.],[527.],[1141.],[-3276.],[-3575.],[-1437.],[-1193.]
276,[21.07973289],[21.08238697],[0.],[0.],[-0.],[-0.02],[-0.02],[-0.02],[-0.],[0.01],[0.03],[0.05],[-0.01],[-0.05],[0.],[0.],[0.07],[0.01],[0.],[0.],[4.99],[7.37],[-0.43],[-0.96],[1.26],[-0.75],[3.56],[-1.39],[-18.5],[-19.19],[0.],[-0.05],[9.],[4.57],[-0.02],[-0.02],[-21.8],[-21.91],[-24.73],[-25.14],[17.9],[18.27],[-21.45],[-21.37],[23996.],[59554.],[446.],[1132.],[-3276.],[-4275.],[-1445.],[-1193.]
277,[21.14068127],[21.14333391],[0.],[0.],[-0.],[0.01],[-0.02],[-0.04],[-0.],[0.06],[0.03],[-0.01],[-0.01],[-0.05],[0.],[0.],[0.47],[0.05],[-0.],[0.],[4.99],[-1.07],[-0.43],[1.09],[1.26],[0.86],[2.08],[-0.28],[-18.5],[-16.03],[0.],[-0.12],[22.34],[5.34],[-0.02],[-0.02],[-21.67],[-21.91],[-24.73],[-24.98],[17.9],[18.15],[-21.45],[-21.4],[23996.],[58622.],[443.],[1132.],[-3276.],[-4976.],[-1436.],[-1193.]
278,[21.20341778],[21.20507526],[0.],[0.],[-0.],[0.],[0.01],[0.],[-0.],[-0.1],[0.03],[-0.04],[-0.01],[-0.05],[0.],[0.],[0.04],[0.05],[0.],[0.],[-9.04],[-8.66],[-0.43],[-0.08],[1.26],[1.14],[3.36],[0.27],[-18.5],[-20.72],[0.],[-0.18],[20.82],[7.05],[-0.02],[-0.02],[-21.49],[-21.91],[-24.73],[-24.87],[17.9],[17.88],[-21.45],[-21.4],[23996.],[57731.],[438.],[1131.],[-3276.],[-5717.],[-1427.],[-1193.]
279,[21.26328373],[21.26601028],[0.],[0.],[-0.01],[-0.02],[0.01],[0.02],[-0.],[0.03],[0.03],[-0.01],[-0.01],[-0.02],[0.],[0.],[-0.01],[-0.02],[-0.],[0.],[-9.04],[-7.56],[-1.07],[-2.64],[1.26],[0.38],[4.78],[0.41],[-26.94],[-25.55],[0.],[-0.2],[8.33],[5.45],[0.05],[0.],[-21.41],[-21.91],[-24.73],[-24.89],[17.9],[17.58],[-21.45],[-21.42],[23996.],[56883.],[439.],[1131.],[-3276.],[-6286.],[-1442.],[-1193.]
280,[21.32507586],[21.31772637],[0.],[0.],[-0.01],[0.],[-0.02],[-0.02],[-0.],[0.03],[0.03],[0.01],[0.],[-0.],[0.],[0.],[-0.01],[-0.01],[-0.],[0.],[-9.04],[-9.03],[-1.25],[-2.34],[1.26],[0.18],[2.43],[0.36],[-26.94],[-25.45],[0.],[-0.2],[-9.2],[3.74],[0.],[0.],[-21.36],[-21.91],[-24.73],[-24.85],[17.9],[17.53],[-21.45],[-21.42],[23996.],[56298.],[501.],[1130.],[-3276.],[-6534.],[-1414.],[-1193.]
281,[21.38599515],[21.37859344],[0.],[0.],[0.01],[0.06],[0.01],[-0.],[-0.],[0.04],[0.03],[-0.03],[-0.01],[-0.06],[0.],[-0.],[-0.07],[-0.01],[-0.],[0.],[-9.04],[-5.94],[-1.25],[-1.04],[1.26],[-1.4],[-2.71],[-1.34],[-26.94],[-23.93],[0.],[-0.15],[-1.88],[3.74],[0.02],[0.],[-21.43],[-21.91],[-24.73],[-24.79],[17.9],[17.52],[-21.45],[-21.47],[23996.],[55835.],[536.],[1128.],[-3276.],[-6535.],[-1433.],[-1193.]
282,[21.4477725],[21.44045234],[0.],[0.],[-0.01],[-0.02],[-0.01],[-0.],[-0.],[-0.03],[0.03],[0.02],[-0.01],[-0.12],[0.],[0.],[0.08],[0.05],[-0.],[0.],[-0.71],[-4.3],[-1.25],[-2.49],[1.26],[0.62],[-1.54],[-1.54],[-26.94],[-27.78],[0.],[-0.05],[18.],[3.74],[-0.1],[0.16],[-21.94],[-21.91],[-24.73],[-24.68],[17.9],[17.36],[-21.45],[-21.49],[23996.],[55330.],[530.],[1127.],[-3276.],[-6555.],[-1447.],[-1193.]
283,[21.5085597],[21.50193214],[0.],[0.],[-0.01],[-0.02],[0.02],[0.08],[-0.],[-0.],[0.03],[-0.],[-0.01],[-0.01],[0.],[0.],[0.22],[0.11],[0.01],[0.],[0.3],[1.93],[-1.25],[-2.66],[1.26],[2.42],[-1.54],[-1.3],[-26.94],[-32.93],[0.],[-0.16],[4.17],[3.74],[0.36],[0.49],[-22.63],[-21.91],[-24.73],[-24.64],[17.9],[17.18],[-21.89],[-21.5],[23996.],[54819.],[492.],[1127.],[-3276.],[-6984.],[-1455.],[-1193.]
284,[21.57050657],[21.56266952],[0.],[0.],[0.01],[0.01],[-0.01],[-0.05],[-0.],[-0.02],[0.03],[0.03],[-0.01],[-0.01],[0.],[0.],[0.13],[0.11],[0.],[0.],[-3.62],[-1.05],[-1.25],[2.32],[1.26],[-2.53],[-1.54],[0.08],[-26.94],[-28.72],[0.],[-0.07],[0.05],[1.47],[-0.02],[0.12],[-22.68],[-21.91],[-24.73],[-24.7],[17.9],[16.98],[-22.17],[-22.55],[23996.],[54319.],[515.],[1120.],[-3276.],[-7542.],[-1437.],[-1193.]
285,[21.63130116],[21.61452913],[0.],[0.],[0.01],[0.05],[-0.01],[-0.04],[-0.],[0.02],[-0.12],[-0.02],[-0.01],[-0.01],[0.],[0.],[0.06],[0.08],[-0.01],[0.],[-1.99],[-1.05],[-1.25],[-0.7],[1.26],[0.28],[1.85],[0.43],[-26.94],[-29.52],[0.],[0.],[0.05],[0.07],[-0.05],[0.13],[-22.52],[-21.91],[-24.73],[-24.58],[17.9],[16.84],[-22.39],[-22.55],[23996.],[53911.],[529.],[1124.],[-3276.],[-7908.],[-1437.],[-1193.]
286,[21.6930933],[21.67539549],[0.],[0.],[0.01],[0.01],[0.01],[0.01],[-0.],[0.02],[0.],[-0.02],[-0.01],[-0.01],[0.],[0.],[0.09],[0.08],[0.01],[0.01],[-3.36],[-1.05],[-9.67],[-3.19],[1.26],[-0.39],[1.85],[0.95],[-26.94],[-29.64],[0.02],[0.05],[0.05],[0.58],[-0.4],[0.],[-22.36],[-21.91],[-24.73],[-24.79],[17.9],[17.19],[-22.45],[-22.55],[23996.],[53222.],[556.],[1130.],[-3276.],[-8090.],[-1452.],[-1193.]
287,[21.75390434],[21.73723388],[0.],[0.],[0.01],[0.],[0.],[0.],[-0.],[0.],[0.],[-0.03],[-0.01],[-0.01],[0.],[-0.],[-0.04],[0.03],[-0.02],[-0.01],[-2.38],[-1.05],[-1.96],[-2.7],[1.26],[-1.76],[2.13],[1.49],[-37.56],[-32.97],[0.],[0.],[0.05],[0.42],[-0.13],[0.03],[-22.1],[-21.91],[-24.73],[-24.62],[17.93],[17.89],[-22.56],[-22.55],[23996.],[52647.],[594.],[1123.],[-3276.],[-8436.],[-1417.],[-1193.]
288,[21.81588292],[21.79812646],[0.],[0.],[0.01],[0.],[0.],[0.02],[-0.01],[-0.01],[0.14],[0.04],[-0.01],[-0.01],[0.],[-0.],[-0.2],[0.01],[0.01],[0.],[0.51],[-1.05],[-1.96],[-2.4],[1.26],[-2.19],[0.39],[0.04],[-37.56],[-36.85],[0.],[0.],[0.05],[0.28],[0.15],[0.07],[-21.5],[-21.69],[-24.73],[-24.79],[18.45],[18.68],[-22.65],[-22.55],[23996.],[52154.],[615.],[1106.],[-3276.],[-8847.],[-1447.],[-1193.]
