,Ref_task3_Time,User_task3_Time,Ref_task3_Force,User_task3_Force,Ref_task3_L_pitchAcc,User_task3_L_pitchAcc,Ref_task3_L_yawAcc,User_task3_L_yawAcc,Ref_task3_L_surgeAcc,User_task3_L_surgeAcc,Ref_task3_L_rollAcc,User_task3_L_rollAcc,Ref_task3_L_pitchVel,User_task3_L_pitchVel,Ref_task3_L_yawVel,User_task3_L_yawVel,Ref_task3_L_surgeVel,User_task3_L_surgeVel,Ref_task3_L_rollVel,User_task3_L_rollVel,Ref_task3_L_pitch,User_task3_L_pitch,Ref_task3_L_yaw,User_task3_L_yaw,Ref_task3_L_surge,User_task3_L_surge,Ref_task3_L_roll,User_task3_L_roll,Ref_task3_L_x,User_task3_L_x,Ref_task3_L_y,User_task3_L_y,Ref_task3_L_z,User_task3_L_z,Ref_task3_L_motion,User_task3_L_motion,Ref_task3_R_pitchAcc,User_task3_R_pitchAcc,Ref_task3_R_yawAcc,User_task3_R_yawAcc,Ref_task3_R_surgeAcc,User_task3_R_surgeAcc,Ref_task3_R_rollAcc,User_task3_R_rollAcc,Ref_task3_R_pitchVel,User_task3_R_pitchVel,Ref_task3_R_yawVel,User_task3_R_yawVel,Ref_task3_R_surgeVel,User_task3_R_surgeVel,Ref_task3_R_rollVel,User_task3_R_rollVel
44,[52.70424795],[103.22815371],[0.],[0.],[-0.01],[0.02],[-0.05],[-0.11],[-0.33],[0.02],[0.04],[-0.01],[0.03],[0.],[0.],[-0.],[0.06],[0.05],[-0.],[0.],[0.15],[0.15],[-5.12],[-3.69],[-16.95],[-15.45],[1.2],[4.95],[-0.1],[-0.16],[0.02],[0.26],[-0.31],[0.46],[-0.19],[-0.15],[-26.45],[-28.78],[-6.04],[-7.97],[15.92],[16.31],[-5.47],[-5.11],[-11708.],[99311.],[-26.],[677.],[-33796.],[-31544.],[-1355.],[-1139.]
45,[52.76522756],[103.28988147],[0.],[0.],[-0.02],[-0.05],[-0.03],[0.01],[-0.16],[-0.01],[-0.04],[0.],[0.03],[0.],[0.],[0.],[0.06],[0.17],[-0.],[-0.01],[0.76],[0.15],[-2.12],[-2.76],[-16.95],[-14.06],[1.2],[5.23],[-0.1],[-0.05],[0.02],[0.1],[-0.31],[0.66],[-0.32],[-0.29],[-26.45],[-28.71],[-6.12],[-7.97],[15.38],[15.44],[-4.58],[-4.76],[-11708.],[100025.],[-26.],[685.],[-33796.],[-29558.],[-1355.],[-1145.]
46,[52.82694936],[103.35168123],[0.],[0.],[0.04],[0.02],[-0.03],[-0.03],[0.67],[0.13],[-0.08],[-0.11],[0.03],[0.],[0.],[-0.],[0.06],[-0.14],[-0.],[-0.],[-0.42],[0.15],[1.96],[0.25],[-26.75],[-8.72],[1.2],[-1.43],[-0.1],[-0.72],[0.],[0.],[-0.31],[0.],[-0.33],[-0.54],[-26.45],[-28.58],[-6.26],[-7.97],[14.8],[14.5],[-4.58],[-4.45],[-11708.],[101243.],[-26.],[689.],[-33796.],[-28663.],[-1355.],[-1122.]
47,[52.87778616],[103.41266346],[0.],[0.],[0.03],[0.1],[0.02],[0.03],[0.15],[0.13],[0.04],[0.04],[0.1],[0.08],[0.],[0.],[0.06],[0.08],[-0.],[-0.],[-0.26],[0.15],[-0.88],[-0.35],[14.2],[-2.77],[1.2],[1.16],[-5.57],[-3.23],[0.],[0.],[-11.4],[-2.92],[-0.11],[-0.25],[-26.45],[-28.36],[-6.6],[-7.97],[14.65],[14.5],[-4.58],[-4.14],[-11708.],[102776.],[-26.],[697.],[-33796.],[-28672.],[-1355.],[-1120.]
48,[52.93961835],[103.47435403],[0.],[0.],[0.02],[0.06],[0.01],[-0.03],[-0.31],[-0.16],[-0.04],[-0.03],[0.09],[0.06],[0.],[-0.],[0.06],[0.1],[-0.02],[-0.],[0.43],[1.18],[-2.53],[-0.35],[23.18],[-6.93],[1.2],[-0.81],[-5.03],[-3.23],[0.],[0.],[-28.25],[-2.92],[-0.6],[-0.59],[-26.45],[-28.32],[-6.92],[-7.97],[14.6],[14.5],[-4.58],[-4.23],[-11708.],[104060.],[-26.],[693.],[-33796.],[-28779.],[-1355.],[-1120.]
49,[53.00049543],[103.53522253],[0.],[0.],[-0.01],[-0.03],[0.03],[0.03],[-0.38],[-0.16],[-0.04],[-0.04],[0.18],[0.13],[0.],[0.],[0.06],[0.09],[0.01],[0.01],[1.94],[2.36],[-1.2],[-0.35],[4.29],[-0.34],[-4.76],[-3.49],[-4.24],[-3.23],[0.],[0.],[-18.36],[-2.92],[-0.6],[-0.51],[-26.45],[-28.2],[-7.24],[-7.97],[15.34],[14.5],[-4.58],[-4.15],[-11708.],[104941.],[-26.],[694.],[-33796.],[-29022.],[-1355.],[-1105.]
50,[53.06232309],[103.59640193],[0.],[0.],[-0.02],[-0.02],[0.03],[0.02],[0.19],[0.17],[0.05],[0.06],[0.06],[0.09],[0.],[0.],[0.06],[0.11],[0.01],[0.01],[1.94],[4.18],[-0.67],[-0.35],[4.29],[-2.39],[-4.76],[-0.04],[-0.16],[-0.05],[0.],[0.],[1.87],[-0.33],[-0.72],[-0.55],[-26.45],[-27.72],[-7.37],[-7.97],[15.55],[14.5],[-4.58],[-4.2],[-11708.],[106003.],[-26.],[701.],[-33796.],[-29905.],[-1355.],[-1083.]
51,[53.12315989],[103.65837765],[0.],[0.],[-0.02],[-0.05],[0.03],[0.05],[-0.12],[-0.],[-0.08],[-0.01],[0.],[-0.08],[0.],[-0.],[0.06],[0.05],[-0.],[-0.],[1.94],[1.13],[1.28],[-0.35],[-18.59],[-8.74],[-6.01],[-0.35],[0.],[-0.05],[0.],[0.],[1.87],[0.23],[-0.41],[-0.26],[-26.45],[-27.05],[-7.25],[-7.97],[14.5],[14.5],[-4.58],[-4.42],[-11708.],[107034.],[-26.],[701.],[-33796.],[-31372.],[-1355.],[-1033.]
52,[53.18499374],[103.71917439],[0.],[0.],[-0.02],[-0.],[-0.03],[-0.01],[0.34],[-0.],[-0.],[-0.13],[0.],[-0.1],[0.],[-0.],[-0.11],[0.08],[-0.],[-0.01],[1.94],[3.48],[-0.58],[-0.35],[-7.6],[-7.66],[-10.01],[-7.93],[0.],[-0.02],[0.],[0.],[1.87],[-4.07],[-0.41],[-0.39],[-26.45],[-26.48],[-7.3],[-7.97],[12.87],[14.5],[-4.58],[-4.42],[-11708.],[107760.],[-26.],[701.],[-33796.],[-32592.],[-1355.],[-1025.]
53,[53.24594331],[103.77096581],[0.],[0.],[-0.02],[-0.06],[-0.01],[-0.01],[0.02],[-0.02],[0.09],[0.22],[0.],[0.05],[0.],[-0.],[-0.44],[-0.3],[-0.],[0.],[1.94],[14.53],[-1.01],[-0.35],[-7.6],[-8.11],[-5.26],[-7.93],[0.],[0.],[0.],[0.],[1.87],[-2.28],[-0.41],[-0.38],[-26.15],[-25.98],[-7.45],[-7.97],[13.73],[14.5],[-4.58],[-4.44],[-11708.],[108360.],[-26.],[702.],[-33796.],[-33518.],[-1355.],[-1037.]
54,[53.30775881],[103.83177328],[0.],[0.],[-0.02],[-0.03],[0.01],[-0.01],[-0.06],[-0.08],[0.],[-0.02],[0.],[0.01],[0.],[0.],[-0.38],[-0.25],[-0.],[0.01],[1.94],[4.18],[-0.55],[-0.35],[-7.6],[-0.11],[-16.11],[-7.93],[0.],[0.],[0.],[0.],[1.87],[0.55],[-0.17],[0.21],[-25.82],[-25.64],[-7.52],[-7.97],[15.15],[14.5],[-4.58],[-4.92],[-11708.],[108837.],[-26.],[704.],[-33883.],[-34821.],[-1355.],[-1009.]
55,[53.35858178],[103.89374566],[0.],[0.],[-0.02],[-0.02],[-0.01],[-0.01],[0.02],[-0.05],[0.03],[-0.02],[-0.09],[-0.09],[0.],[0.],[-0.18],[-0.03],[-0.],[-0.01],[1.94],[-3.97],[-1.13],[-0.35],[-14.78],[-9.67],[-10.63],[-7.93],[0.],[0.],[0.],[0.],[2.97],[11.05],[-0.17],[0.14],[-25.45],[-25.32],[-7.56],[-7.97],[15.41],[14.5],[-4.58],[-4.61],[-11708.],[109001.],[-26.],[710.],[-33883.],[-36478.],[-1355.],[-980.]
56,[53.42033672],[103.95458794],[0.],[0.],[-0.02],[0.05],[-0.01],[-0.03],[-0.22],[-0.05],[-0.07],[-0.05],[-0.09],[-0.04],[0.],[-0.],[-0.18],[-0.04],[-0.],[-0.],[1.94],[-2.26],[-1.22],[-0.35],[5.84],[0.45],[-13.46],[-7.93],[0.],[0.],[0.],[0.],[2.97],[2.49],[-0.17],[-0.12],[-25.45],[-25.22],[-7.49],[-7.97],[14.29],[14.5],[-4.58],[-4.36],[-11828.],[109033.],[-27.],[712.],[-33883.],[-38355.],[-1355.],[-955.]
57,[53.48120451],[104.01631904],[0.],[0.],[-0.02],[-0.02],[-0.],[-0.03],[0.16],[0.17],[0.03],[-0.03],[-0.09],[-0.03],[0.],[0.],[-0.18],[-0.17],[-0.],[-0.],[1.94],[5.34],[-0.2],[-0.35],[7.25],[0.45],[-7.01],[-7.93],[0.],[0.],[0.],[0.],[2.97],[7.32],[-0.17],[-0.11],[-25.45],[-25.22],[-7.52],[-7.97],[13.85],[13.64],[-4.58],[-4.31],[-12068.],[109032.],[-28.],[715.],[-33883.],[-39904.],[-1355.],[-918.]
58,[53.54312205],[104.07717538],[0.],[0.],[-0.02],[-0.02],[0.02],[0.02],[0.07],[0.04],[-0.03],[-0.03],[-0.09],[-0.08],[0.],[0.],[-0.18],[-0.18],[-0.],[0.],[1.94],[1.2],[0.95],[-0.35],[3.76],[0.42],[6.94],[5.14],[0.],[0.],[0.],[0.],[2.97],[13.42],[-0.17],[-0.47],[-25.45],[-25.29],[-7.58],[-7.97],[12.94],[13.64],[-4.58],[-4.38],[-12298.],[109029.],[-33.],[725.],[-33883.],[-41100.],[-1355.],[-881.]
59,[53.60387874],[104.12901092],[0.],[0.],[0.02],[0.],[0.02],[0.02],[-0.07],[0.04],[-0.03],[-0.04],[0.01],[-0.04],[0.],[-0.],[-0.28],[-0.18],[0.02],[0.01],[1.94],[2.23],[1.52],[-1.91],[5.09],[-0.93],[3.29],[4.01],[0.],[0.],[0.],[0.],[2.97],[18.77],[-0.17],[-0.28],[-25.45],[-25.18],[-7.62],[-7.97],[13.3],[13.64],[-4.58],[-4.6],[-12452.],[109025.],[-35.],[731.],[-33883.],[-41762.],[-1355.],[-840.]
60,[53.66567922],[104.18995881],[0.],[0.],[0.02],[0.05],[0.02],[0.04],[-0.09],[-0.2],[0.04],[0.08],[0.01],[-0.01],[0.],[-0.],[0.16],[0.08],[-0.03],[-0.01],[1.94],[3.53],[-2.09],[-3.92],[-8.46],[-5.58],[1.81],[0.95],[0.],[3.08],[0.],[0.],[2.97],[25.34],[-0.17],[-0.43],[-25.45],[-25.14],[-7.68],[-7.97],[13.75],[13.64],[-4.58],[-4.5],[-12496.],[109023.],[-36.],[732.],[-33883.],[-41798.],[-1355.],[-833.]
61,[53.72666121],[104.25167918],[0.],[0.],[0.01],[-0.],[0.02],[0.04],[0.04],[0.13],[-0.05],[-0.11],[0.01],[-0.],[0.],[-0.],[0.33],[0.08],[-0.03],[-0.01],[1.94],[0.76],[-2.09],[-2.88],[-8.46],[-8.53],[-3.53],[-1.13],[0.],[8.18],[0.],[0.],[2.97],[28.08],[-0.17],[-0.13],[-25.45],[-25.17],[-7.76],[-7.97],[13.97],[13.64],[-4.58],[-4.8],[-12496.],[109023.],[-34.],[732.],[-33883.],[-41804.],[-1355.],[-815.]
62,[53.78845263],[104.31351233],[0.],[0.],[0.01],[-0.04],[0.01],[0.06],[0.04],[-0.02],[0.11],[0.05],[0.01],[-0.],[0.],[-0.],[0.02],[-0.1],[0.04],[0.01],[1.94],[1.94],[-0.11],[-0.28],[0.96],[1.47],[-3.53],[-3.57],[0.],[11.9],[0.],[0.],[2.97],[33.1],[-0.17],[-0.03],[-25.45],[-25.19],[-7.77],[-7.97],[14.28],[13.64],[-4.58],[-4.91],[-12502.],[109023.],[-33.],[732.],[-33883.],[-41801.],[-1355.],[-793.]
63,[53.84921479],[104.37417912],[0.],[0.],[0.01],[0.01],[-0.06],[-0.03],[0.05],[0.05],[0.11],[0.13],[0.01],[0.],[0.],[-0.],[-0.21],[-0.1],[-0.01],[0.],[1.94],[7.89],[-0.61],[-0.28],[5.21],[1.47],[-3.53],[1.58],[0.],[19.97],[0.],[0.],[2.97],[14.67],[-0.17],[-0.1],[-25.45],[-25.04],[-7.71],[-7.97],[13.76],[13.64],[-4.58],[-4.54],[-12718.],[109023.],[-38.],[734.],[-33883.],[-41737.],[-1355.],[-832.]
64,[53.91107774],[104.42590237],[0.],[0.],[0.01],[0.01],[-0.06],[-0.05],[0.1],[0.05],[-0.11],[-0.],[0.01],[0.],[0.],[-0.],[-0.28],[-0.07],[0.],[0.],[1.94],[11.42],[0.93],[-0.28],[1.11],[1.47],[-4.86],[-5.],[0.],[25.55],[0.],[0.],[2.97],[-0.15],[-0.17],[-0.07],[-25.45],[-24.91],[-7.62],[-7.97],[13.82],[13.64],[-4.58],[-4.18],[-12916.],[109023.],[-40.],[734.],[-33883.],[-41737.],[-1355.],[-828.]
65,[53.9728775],[104.48679113],[0.],[0.],[0.01],[0.],[0.03],[0.02],[-0.07],[-0.02],[-0.11],[-0.08],[0.01],[0.],[0.],[-0.],[0.28],[0.1],[0.],[-0.],[1.94],[9.51],[-0.75],[-0.28],[-4.31],[1.47],[-3.83],[-1.93],[0.],[20.71],[0.],[0.],[2.97],[-1.73],[-0.17],[0.05],[-25.45],[-24.92],[-7.75],[-7.97],[14.13],[13.64],[-4.58],[-4.12],[-12987.],[109023.],[-41.],[734.],[-33883.],[-41722.],[-1355.],[-795.]
66,[54.0337553],[104.54861379],[0.],[0.],[0.01],[-0.01],[0.03],[0.03],[0.03],[0.02],[-0.11],[-0.07],[0.01],[0.],[0.],[-0.],[0.28],[0.1],[0.],[0.],[1.94],[8.37],[-1.14],[-0.28],[-2.16],[1.47],[1.48],[6.08],[0.],[14.21],[-0.02],[0.],[-9.87],[-3.92],[-0.17],[-0.25],[-25.45],[-24.9],[-7.76],[-7.97],[14.2],[13.64],[-4.58],[-4.3],[-12987.],[109112.],[-41.],[734.],[-33883.],[-41682.],[-1355.],[-790.]
67,[54.09553194],[104.6094389],[0.],[0.],[0.01],[0.],[-0.01],[-0.01],[0.03],[0.],[0.],[0.],[0.01],[0.],[0.],[-0.],[0.28],[0.14],[0.],[-0.],[1.94],[5.51],[0.78],[-0.28],[0.6],[1.47],[3.94],[5.94],[0.],[17.13],[-0.02],[0.03],[-9.87],[-14.24],[-0.17],[-0.38],[-25.45],[-24.85],[-7.79],[-7.97],[13.94],[13.64],[-4.58],[-4.47],[-12987.],[109407.],[-44.],[731.],[-33883.],[-41445.],[-1355.],[-796.]
68,[54.15642023],[104.67068219],[0.],[0.],[0.01],[-0.01],[-0.01],[-0.],[-0.1],[-0.11],[0.1],[0.03],[0.01],[0.],[0.],[0.],[0.28],[0.18],[0.],[0.],[1.93],[5.35],[-1.33],[-0.28],[6.83],[4.12],[1.71],[0.91],[0.],[17.47],[-0.08],[-0.1],[-26.63],[-24.86],[-0.17],[-0.63],[-25.45],[-24.77],[-7.74],[-7.97],[13.81],[13.64],[-4.58],[-4.54],[-12987.],[109723.],[-46.],[731.],[-33883.],[-40640.],[-1355.],[-795.]
69,[54.21834421],[104.72246027],[0.],[0.],[0.01],[-0.03],[0.03],[0.],[-0.18],[-0.11],[0.05],[0.05],[0.01],[0.],[0.],[0.],[-0.12],[0.01],[-0.03],[-0.01],[1.03],[1.69],[-0.26],[-0.28],[2.7],[4.12],[-3.],[-3.04],[0.],[12.1],[-0.08],[-0.13],[-26.63],[-20.33],[0.07],[0.15],[-25.45],[-24.72],[-7.78],[-7.97],[13.84],[13.64],[-4.58],[-4.45],[-12987.],[109983.],[-49.],[732.],[-33883.],[-39388.],[-1355.],[-834.]
70,[54.26921272],[104.78340626],[0.],[0.],[0.01],[0.],[-0.03],[-0.05],[0.15],[-0.02],[0.05],[0.05],[0.07],[0.06],[0.],[-0.],[-0.04],[0.],[0.02],[0.],[-0.91],[-0.05],[1.2],[1.91],[4.77],[4.12],[-0.34],[-2.77],[0.],[9.84],[-0.08],[-0.14],[-26.63],[-15.18],[0.46],[0.53],[-25.45],[-24.66],[-7.85],[-7.97],[14.25],[13.64],[-3.56],[-4.07],[-12987.],[110363.],[-49.],[732.],[-33883.],[-38184.],[-1355.],[-832.]
71,[54.33091664],[104.84510398],[0.],[0.],[0.01],[0.05],[-0.01],[-0.01],[-0.04],[-0.02],[0.05],[0.08],[0.],[0.],[0.],[-0.],[-0.04],[0.02],[-0.],[0.],[-1.44],[-0.05],[1.72],[5.69],[-1.35],[4.12],[-2.72],[-2.77],[0.],[7.82],[-0.08],[-0.15],[-26.63],[-21.36],[0.46],[0.29],[-25.45],[-24.62],[-7.81],[-7.97],[14.41],[13.64],[-3.56],[-3.88],[-12987.],[110864.],[-51.],[732.],[-33883.],[-37445.],[-1355.],[-844.]
72,[54.39180279],[104.90690827],[0.],[0.],[0.01],[0.],[-0.01],[-0.02],[0.04],[0.09],[-0.08],[-0.05],[0.],[-0.02],[0.],[-0.],[-0.04],[-0.02],[-0.],[0.],[-0.19],[-0.05],[1.72],[3.82],[-12.04],[-7.88],[0.5],[-2.77],[0.],[2.73],[-0.03],[-0.02],[-26.63],[-27.62],[-0.05],[-0.12],[-25.45],[-24.67],[-7.89],[-7.97],[14.7],[13.64],[-3.56],[-3.65],[-12987.],[111306.],[-53.],[732.],[-33883.],[-36380.],[-1355.],[-862.]
73,[54.45372415],[104.96778154],[0.],[0.],[0.01],[-0.04],[-0.01],[-0.02],[0.09],[0.09],[-0.04],[-0.05],[0.],[0.03],[0.],[-0.],[-0.04],[-0.02],[-0.03],[-0.02],[0.24],[-0.05],[1.72],[0.86],[-3.03],[0.05],[-4.55],[-2.77],[0.],[0.54],[-0.02],[-0.02],[-26.63],[-31.81],[-0.1],[-0.1],[-25.45],[-24.71],[-7.9],[-7.97],[14.62],[13.64],[-3.56],[-3.43],[-12987.],[111588.],[-53.],[732.],[-33883.],[-34980.],[-1355.],[-883.]
74,[54.51448584],[105.02958131],[0.],[0.],[0.01],[0.01],[-0.01],[-0.01],[0.09],[0.09],[-0.03],[0.01],[0.],[0.03],[0.],[-0.],[-0.04],[0.01],[0.05],[0.01],[-0.88],[-1.11],[1.72],[1.95],[-5.66],[-1.4],[-4.83],[-2.77],[-0.03],[-0.02],[0.03],[-0.02],[-26.63],[-25.82],[-0.15],[-0.1],[-25.45],[-24.58],[-7.83],[-7.97],[13.9],[13.64],[-3.56],[-3.11],[-12987.],[111880.],[-52.],[732.],[-33883.],[-33894.],[-1355.],[-923.]
75,[54.57638931],[105.09044743],[0.],[0.],[0.01],[-0.01],[-0.01],[0.02],[0.09],[0.07],[-0.03],[-0.],[0.],[-0.02],[0.],[-0.],[-0.04],[0.06],[-0.02],[0.01],[-1.77],[-1.11],[2.67],[3.73],[-3.13],[-1.4],[0.95],[-1.22],[-0.03],[-0.05],[0.02],[-0.02],[-9.31],[-19.61],[0.05],[0.38],[-25.45],[-24.45],[-7.73],[-7.97],[13.72],[13.64],[-2.47],[-2.75],[-12987.],[112122.],[-52.],[730.],[-32107.],[-32927.],[-1355.],[-946.]
76,[54.63713813],[105.15228248],[0.],[0.],[0.01],[0.02],[-0.01],[0.01],[0.09],[0.04],[-0.03],[0.03],[0.],[-0.05],[0.],[-0.],[0.19],[0.16],[-0.01],[-0.01],[-1.69],[-1.11],[2.67],[3.07],[2.26],[1.34],[0.97],[-1.22],[-0.03],[-0.07],[-0.08],[-0.02],[-16.33],[-19.61],[0.05],[0.03],[-25.45],[-24.46],[-7.56],[-7.97],[13.38],[13.64],[-2.47],[-2.49],[-12987.],[112213.],[-52.],[727.],[-32107.],[-32572.],[-1355.],[-908.]
77,[54.69906068],[105.21312141],[0.],[0.],[0.01],[0.01],[-0.01],[0.02],[-0.19],[-0.06],[-0.03],[0.01],[0.],[0.],[0.],[0.],[0.09],[0.12],[-0.01],[-0.],[-1.93],[-1.11],[2.67],[2.82],[2.26],[0.18],[3.07],[-1.22],[-0.03],[-0.03],[-0.03],[-0.02],[-18.58],[-19.61],[0.05],[0.],[-25.45],[-24.42],[-7.49],[-7.97],[13.19],[13.64],[-1.92],[-2.2],[-12995.],[112217.],[-53.],[727.],[-32107.],[-32170.],[-1355.],[-891.]
78,[54.75978518],[105.27496958],[0.],[0.],[0.01],[-0.03],[-0.01],[-0.01],[0.02],[0.05],[-0.03],[-0.03],[0.],[-0.01],[0.],[0.],[-0.05],[-0.01],[0.04],[0.],[-0.92],[-1.11],[2.67],[2.94],[2.26],[1.52],[-1.37],[-1.22],[0.],[0.],[-0.02],[-0.02],[-7.15],[-11.22],[0.05],[0.24],[-25.45],[-24.41],[-7.61],[-7.97],[13.33],[13.64],[-1.85],[-2.24],[-13128.],[112223.],[-54.],[727.],[-32107.],[-31612.],[-1355.],[-902.]
79,[54.81166601],[105.33590698],[0.],[0.],[0.01],[0.01],[-0.01],[-0.02],[0.02],[-0.02],[-0.03],[0.01],[0.],[-0.04],[0.],[0.],[0.01],[-0.13],[-0.03],[-0.01],[1.07],[-1.11],[1.27],[0.02],[7.35],[1.71],[0.6],[-1.22],[0.],[0.],[0.],[0.],[-2.03],[-0.6],[0.44],[0.35],[-25.45],[-24.34],[-7.7],[-7.97],[13.76],[13.64],[-2.14],[-2.35],[-13136.],[112223.],[-54.],[727.],[-29802.],[-30559.],[-1355.],[-937.]
80,[54.87345624],[105.38762426],[0.],[0.],[0.01],[0.],[-0.01],[0.01],[0.02],[0.06],[-0.06],[-0.09],[0.],[-0.02],[0.],[0.],[0.1],[0.09],[0.01],[0.01],[0.52],[-1.11],[-1.98],[0.02],[-4.18],[-4.98],[-1.47],[-1.22],[0.],[0.],[0.],[0.],[-5.],[-0.1],[0.44],[0.85],[-25.45],[-24.23],[-7.73],[-7.97],[13.51],[13.64],[-2.51],[-2.37],[-13136.],[112224.],[-55.],[727.],[-29802.],[-29156.],[-1355.],[-999.]
81,[54.93443418],[105.4484632],[0.],[0.],[0.01],[0.01],[-0.01],[-0.],[0.02],[0.03],[-0.04],[-0.02],[0.],[0.],[0.],[0.],[0.03],[0.08],[-0.01],[-0.],[-0.42],[-1.11],[-1.57],[0.02],[-2.94],[-4.98],[1.06],[1.54],[0.],[0.],[-0.05],[-0.1],[-4.37],[0.05],[0.38],[0.13],[-25.45],[-24.24],[-7.72],[-7.97],[13.33],[13.11],[-2.51],[-2.55],[-13136.],[112224.],[-55.],[727.],[-25801.],[-27785.],[-1355.],[-1025.]
82,[54.99516153],[105.51035142],[0.],[0.],[0.01],[-0.01],[-0.01],[0.02],[0.],[-0.02],[0.01],[0.03],[0.],[-0.],[0.],[0.],[-0.03],[-0.08],[-0.01],[-0.],[-0.4],[-1.11],[-0.37],[0.02],[-2.73],[-4.98],[-1.79],[1.54],[0.],[0.],[-0.05],[-0.1],[1.6],[1.08],[-0.39],[-0.2],[-25.45],[-24.22],[-7.7],[-7.97],[13.16],[13.11],[-3.13],[-2.83],[-13136.],[112224.],[-55.],[727.],[-25801.],[-26717.],[-1355.],[-1052.]
83,[55.0571115],[105.57127595],[0.],[0.],[0.01],[0.02],[-0.01],[-0.01],[0.],[0.02],[0.04],[0.03],[0.],[-0.],[0.],[0.],[-0.03],[-0.03],[-0.01],[-0.],[-2.31],[-1.11],[0.16],[0.02],[-2.03],[-4.98],[4.74],[6.35],[0.],[1.51],[-0.03],[0.],[3.22],[0.],[1.33],[0.46],[-25.45],[-24.19],[-7.61],[-7.97],[13.04],[12.94],[-3.45],[-3.32],[-13136.],[112224.],[-55.],[727.],[-25801.],[-25873.],[-1355.],[-1078.]
84,[55.1088264],[105.63311529],[0.],[0.],[0.01],[0.01],[-0.01],[-0.03],[0.],[-0.03],[-0.04],[-0.05],[0.],[-0.],[0.],[0.],[-0.03],[-0.17],[-0.01],[-0.01],[-3.55],[-1.11],[0.29],[0.02],[-9.59],[-4.98],[-2.08],[3.31],[0.],[5.09],[-0.05],[-0.07],[1.13],[0.25],[1.16],[0.48],[-25.45],[-24.14],[-7.59],[-7.97],[12.45],[12.53],[-3.45],[-3.51],[-13138.],[112224.],[-52.],[727.],[-25801.],[-25593.],[-1355.],[-1092.]
85,[55.16980529],[105.69383836],[0.],[0.],[0.01],[0.01],[-0.01],[0.04],[0.],[-0.03],[-0.03],[-0.03],[0.],[-0.],[0.],[0.],[0.01],[0.01],[0.01],[0.],[-0.04],[-1.11],[1.52],[0.02],[-2.74],[-4.98],[-1.78],[3.83],[0.],[5.27],[-0.05],[-0.05],[1.74],[0.68],[0.9],[0.42],[-25.45],[-24.12],[-7.73],[-7.97],[12.45],[12.5],[-3.45],[-3.89],[-13138.],[112224.],[-49.],[727.],[-25801.],[-25534.],[-1355.],[-1103.]
86,[55.23149824],[105.75569701],[0.],[0.],[-0.02],[-0.03],[-0.01],[-0.02],[0.],[0.],[-0.03],[-0.05],[0.],[-0.],[0.],[0.],[0.03],[0.05],[0.01],[0.02],[2.74],[-1.11],[0.39],[-0.53],[-4.74],[-4.98],[4.55],[3.65],[0.],[4.33],[0.],[-0.03],[3.66],[4.09],[0.9],[0.62],[-25.45],[-24.02],[-7.86],[-7.97],[12.29],[12.36],[-4.43],[-4.41],[-13143.],[112224.],[-46.],[727.],[-25801.],[-25445.],[-1355.],[-1116.]
87,[55.29233408],[105.81747675],[0.],[0.],[-0.02],[-0.02],[-0.01],[0.01],[0.01],[0.05],[0.07],[0.08],[0.],[-0.],[0.],[0.],[0.25],[0.13],[-0.01],[-0.01],[2.26],[-1.11],[-2.32],[-1.66],[-8.26],[-6.2],[7.42],[5.43],[0.],[6.33],[-0.03],[-0.03],[18.63],[13.42],[0.9],[0.61],[-25.45],[-23.89],[-8.02],[-7.97],[12.],[11.82],[-5.08],[-4.84],[-13292.],[112224.],[-46.],[727.],[-25801.],[-25445.],[-1355.],[-1120.]
88,[55.35417366],[105.87839699],[0.],[0.],[-0.02],[-0.03],[-0.01],[-0.01],[-0.12],[-0.12],[-0.03],[-0.05],[0.],[-0.],[0.],[0.],[0.03],[0.1],[-0.01],[-0.01],[-0.41],[-1.11],[-2.14],[-2.67],[6.44],[-0.8],[10.65],[6.06],[0.],[8.35],[-0.03],[-0.03],[18.63],[20.87],[0.9],[0.69],[-25.45],[-23.85],[-8.16],[-8.24],[11.48],[11.36],[-5.08],[-5.1],[-13474.],[112161.],[-46.],[727.],[-25801.],[-25457.],[-1355.],[-1125.]
89,[55.41514802],[105.94014907],[0.],[0.],[-0.02],[-0.02],[-0.01],[0.02],[-0.12],[-0.09],[-0.03],[-0.04],[0.],[-0.],[0.],[0.],[0.03],[-0.01],[-0.01],[-0.01],[-1.96],[-1.11],[-2.56],[-3.08],[2.49],[3.07],[6.01],[6.06],[0.],[7.37],[0.],[0.],[18.63],[20.07],[0.33],[0.12],[-25.45],[-23.87],[-8.27],[-8.24],[11.48],[10.88],[-5.08],[-5.33],[-13648.],[111987.],[-45.],[727.],[-25801.],[-25690.],[-1355.],[-1156.]
90,[55.47684288],[106.00098825],[0.],[0.],[0.],[0.05],[-0.01],[-0.02],[0.12],[0.12],[-0.],[0.02],[0.],[-0.],[0.],[0.],[-0.16],[-0.09],[-0.01],[-0.01],[-3.79],[-1.11],[-2.39],[-2.15],[2.49],[5.42],[3.4],[4.53],[0.],[4.55],[0.],[0.],[18.63],[12.32],[0.33],[0.31],[-25.45],[-24.01],[-8.36],[-8.47],[11.48],[10.88],[-5.9],[-5.62],[-13671.],[111692.],[-40.],[727.],[-25801.],[-26134.],[-1355.],[-1190.]
