,Ref_task3_Time,User_task3_Time,Ref_task3_Force,User_task3_Force,Ref_task3_L_pitchAcc,User_task3_L_pitchAcc,Ref_task3_L_yawAcc,User_task3_L_yawAcc,Ref_task3_L_surgeAcc,User_task3_L_surgeAcc,Ref_task3_L_rollAcc,User_task3_L_rollAcc,Ref_task3_L_pitchVel,User_task3_L_pitchVel,Ref_task3_L_yawVel,User_task3_L_yawVel,Ref_task3_L_surgeVel,User_task3_L_surgeVel,Ref_task3_L_rollVel,User_task3_L_rollVel,Ref_task3_L_pitch,User_task3_L_pitch,Ref_task3_L_yaw,User_task3_L_yaw,Ref_task3_L_surge,User_task3_L_surge,Ref_task3_L_roll,User_task3_L_roll,Ref_task3_L_x,User_task3_L_x,Ref_task3_L_y,User_task3_L_y,Ref_task3_L_z,User_task3_L_z,Ref_task3_L_motion,User_task3_L_motion,Ref_task3_R_pitchAcc,User_task3_R_pitchAcc,Ref_task3_R_yawAcc,User_task3_R_yawAcc,Ref_task3_R_surgeAcc,User_task3_R_surgeAcc,Ref_task3_R_rollAcc,User_task3_R_rollAcc,Ref_task3_R_pitchVel,User_task3_R_pitchVel,Ref_task3_R_yawVel,User_task3_R_yawVel,Ref_task3_R_surgeVel,User_task3_R_surgeVel,Ref_task3_R_rollVel,User_task3_R_rollVel
188,[61.38021827],[111.89464927],[0.],[0.],[0.01],[-0.01],[-0.01],[-0.01],[-0.02],[-0.03],[0.01],[0.01],[0.],[-0.],[0.],[-0.],[-0.03],[0.02],[-0.],[-0.],[-0.85],[-0.12],[1.77],[1.11],[-1.81],[-1.58],[-1.03],[-1.15],[0.],[0.],[-0.05],[-0.05],[-0.05],[1.66],[0.02],[0.37],[-27.42],[-27.35],[-8.72],[-8.51],[10.61],[10.22],[-6.17],[-5.93],[-25304.],[97447.],[-101.],[709.],[-7957.],[-21537.],[-2114.],[-1056.]
189,[61.44191217],[111.95556784],[0.],[0.],[0.01],[0.02],[-0.01],[-0.01],[-0.02],[-0.08],[0.01],[-0.01],[0.04],[0.01],[0.],[-0.],[-0.03],[-0.02],[-0.],[-0.],[-0.77],[-0.12],[1.56],[1.11],[-1.81],[-3.66],[-1.03],[-1.44],[0.],[0.],[-0.02],[0.],[-2.57],[-1.98],[0.02],[0.35],[-27.37],[-27.35],[-8.71],[-8.51],[10.3],[10.22],[-6.07],[-5.93],[-25344.],[97447.],[-99.],[709.],[-7957.],[-21537.],[-2110.],[-990.]
190,[61.5027523],[112.01732779],[0.],[0.],[0.01],[0.01],[-0.01],[0.],[0.12],[0.12],[0.01],[-0.],[-0.],[0.01],[0.],[-0.],[-0.05],[-0.06],[-0.],[0.01],[0.7],[0.36],[1.47],[1.11],[-1.81],[-2.42],[-1.03],[-0.37],[0.],[0.],[0.],[0.],[-2.57],[-7.45],[0.02],[0.03],[-27.45],[-27.35],[-8.56],[-8.51],[10.23],[10.69],[-5.86],[-5.77],[-25478.],[97447.],[-103.],[709.],[-7957.],[-21537.],[-2140.],[-937.]
191,[61.56361771],[112.07818294],[0.],[0.],[0.01],[-0.01],[-0.01],[-0.02],[-0.2],[0.03],[0.01],[0.02],[-0.02],[-0.03],[0.],[-0.],[-0.06],[-0.06],[-0.01],[-0.01],[0.45],[0.36],[0.7],[0.74],[-1.81],[-1.4],[-1.03],[0.46],[0.],[0.],[0.],[0.],[-2.57],[-11.44],[0.02],[0.07],[-27.47],[-27.35],[-8.41],[-8.51],[10.01],[10.71],[-5.61],[-5.66],[-25597.],[97447.],[-104.],[709.],[-7957.],[-21537.],[-2173.],[-911.]
192,[61.62552214],[112.14010239],[0.],[0.],[0.01],[-0.],[0.03],[0.05],[0.23],[0.04],[0.01],[-0.01],[-0.03],[-0.03],[0.],[-0.],[-0.06],[-0.06],[-0.],[-0.],[-0.48],[0.36],[0.2],[0.38],[-1.81],[-2.22],[-1.03],[-0.96],[0.],[0.],[0.02],[0.03],[-2.57],[-9.66],[0.02],[0.],[-27.51],[-27.35],[-8.35],[-8.25],[11.27],[11.22],[-5.61],[-5.67],[-25731.],[97447.],[-105.],[709.],[-7960.],[-21537.],[-2211.],[-903.]
193,[61.68725681],[112.20080018],[0.],[0.],[0.01],[0.02],[-0.01],[-0.01],[-0.08],[-0.1],[0.01],[-0.01],[-0.],[-0.03],[0.],[-0.],[-0.03],[-0.02],[-0.],[0.01],[0.24],[0.43],[0.2],[0.46],[-1.76],[-0.4],[-1.03],[-0.83],[0.],[0.],[0.],[0.],[-2.57],[-3.77],[0.02],[0.03],[-27.58],[-27.35],[-8.32],[-8.25],[11.27],[11.42],[-5.54],[-5.5],[-25802.],[97447.],[-105.],[709.],[-8117.],[-21537.],[-2209.],[-942.]
194,[61.74816585],[112.26277518],[0.],[0.],[0.01],[-0.],[0.05],[-0.],[-0.13],[-0.1],[0.03],[0.03],[-0.04],[-0.03],[0.],[-0.],[-0.03],[-0.02],[-0.],[0.],[0.71],[0.83],[0.81],[0.68],[-1.76],[-1.26],[-1.03],[-1.41],[0.],[0.],[0.],[0.],[-2.57],[-0.56],[0.02],[0.07],[-27.74],[-27.35],[-8.24],[-8.07],[12.75],[11.84],[-5.58],[-5.55],[-25805.],[97447.],[-110.],[709.],[-8257.],[-21537.],[-2209.],[-961.]
195,[61.80998564],[112.31452727],[0.],[0.],[-0.02],[-0.01],[-0.02],[-0.02],[0.14],[-0.03],[-0.04],[-0.04],[-0.02],[-0.03],[0.],[-0.],[-0.03],[-0.02],[-0.],[0.],[0.71],[0.4],[0.64],[0.63],[-1.76],[-2.69],[-1.03],[-2.3],[0.],[0.],[0.],[0.],[-2.57],[0.07],[-0.02],[-0.07],[-27.85],[-27.35],[-8.24],[-8.09],[12.11],[11.99],[-5.7],[-5.9],[-25817.],[97447.],[-110.],[709.],[-8270.],[-21537.],[-2214.],[-943.]
196,[61.87083793],[112.37547374],[0.],[0.],[-0.02],[-0.02],[0.05],[0.01],[-0.14],[-0.03],[-0.04],[-0.04],[-0.05],[-0.03],[0.],[-0.],[-0.03],[-0.02],[-0.],[0.],[1.37],[1.7],[0.64],[0.22],[2.12],[0.12],[-1.03],[-1.24],[0.],[0.],[0.],[0.],[-2.57],[-1.43],[-0.02],[-0.44],[-27.85],[-27.35],[-8.24],[-8.15],[11.95],[11.92],[-5.7],[-5.63],[-25840.],[97447.],[-110.],[709.],[-8232.],[-21537.],[-2219.],[-891.]
197,[61.93263316],[112.43620205],[0.],[0.],[-0.01],[-0.],[-0.02],[-0.01],[0.15],[0.01],[-0.04],[-0.06],[0.05],[-0.01],[0.],[-0.],[-0.04],[-0.02],[-0.],[-0.],[1.37],[2.16],[0.64],[-0.27],[0.2],[0.28],[-1.03],[-1.19],[0.],[0.],[0.],[0.],[-2.57],[-6.57],[0.02],[0.11],[-27.78],[-27.35],[-8.24],[-8.23],[11.83],[11.73],[-5.43],[-5.3],[-25888.],[97447.],[-116.],[709.],[-8285.],[-21537.],[-2224.],[-877.]
198,[61.99443555],[112.49803448],[0.],[0.],[-0.01],[0.],[0.],[0.01],[0.05],[0.01],[-0.02],[0.13],[0.03],[-0.],[0.],[-0.],[0.],[-0.],[-0.],[0.01],[-0.19],[0.59],[0.79],[0.39],[0.2],[0.15],[-6.64],[-1.51],[0.],[0.],[0.],[0.],[-2.57],[-13.52],[0.],[-0.08],[-27.76],[-27.35],[-8.24],[-8.29],[11.63],[11.64],[-5.2],[-5.3],[-25927.],[97447.],[-112.],[709.],[-8807.],[-21537.],[-2237.],[-872.]
199,[62.05542231],[112.55884314],[0.],[0.],[-0.01],[-0.01],[0.],[0.01],[-0.1],[0.],[-0.02],[-0.02],[0.02],[-0.],[0.],[-0.],[0.],[-0.],[-0.],[0.],[0.47],[0.59],[0.79],[0.51],[0.2],[-0.5],[-3.06],[-1.66],[0.],[0.],[-0.08],[0.],[-2.57],[-13.13],[0.37],[0.28],[-27.69],[-27.35],[-8.24],[-8.3],[11.55],[11.64],[-4.75],[-5.3],[-26162.],[97447.],[-113.],[709.],[-10393.],[-21537.],[-2246.],[-882.]
200,[62.11710787],[112.62081766],[0.],[0.],[-0.01],[-0.02],[0.],[-0.],[0.01],[0.01],[-0.02],[0.01],[0.02],[-0.],[0.],[-0.],[0.03],[-0.],[-0.],[0.],[-0.28],[-0.34],[0.8],[0.8],[0.2],[0.18],[2.25],[-0.67],[0.],[0.],[-0.03],[0.],[-2.57],[-5.46],[1.13],[0.76],[-27.59],[-27.35],[-8.24],[-8.27],[11.72],[11.71],[-4.7],[-5.3],[-26280.],[97447.],[-105.],[709.],[-12018.],[-21537.],[-2246.],[-881.]
201,[62.17808771],[112.68156099],[0.],[0.],[-0.01],[-0.01],[0.],[0.],[0.11],[0.01],[-0.02],[0.02],[0.],[-0.],[0.],[-0.],[0.01],[-0.],[-0.01],[-0.01],[-0.22],[-0.34],[0.12],[-0.23],[0.2],[1.12],[1.75],[0.21],[0.],[0.],[-0.07],[0.],[-2.57],[-4.08],[-0.02],[0.19],[-27.56],[-27.35],[-8.24],[-8.26],[11.8],[11.71],[-4.58],[-5.3],[-26488.],[97447.],[-97.],[709.],[-14004.],[-21537.],[-2247.],[-885.]
202,[62.23978162],[112.73340535],[0.],[0.],[0.],[0.03],[0.],[0.01],[-0.1],[-0.05],[-0.02],[-0.02],[0.],[-0.],[0.],[-0.],[-0.02],[-0.],[-0.],[-0.],[-0.65],[-0.34],[0.12],[-0.37],[0.2],[2.97],[-0.37],[-0.33],[0.],[0.],[-0.02],[0.],[-2.33],[-1.25],[-0.02],[0.03],[-27.58],[-27.35],[-8.24],[-8.28],[11.52],[11.71],[-4.62],[-5.3],[-26552.],[97447.],[-85.],[709.],[-16364.],[-21537.],[-2252.],[-882.]
203,[62.30061841],[112.79525185],[0.],[0.],[0.],[-0.02],[0.],[-0.02],[-0.06],[-0.05],[-0.02],[-0.03],[0.],[-0.],[0.],[-0.],[-0.14],[-0.09],[-0.],[0.],[0.22],[-0.34],[0.12],[-0.49],[0.2],[-1.08],[-0.37],[-0.52],[0.],[0.],[0.],[0.],[-0.21],[0.03],[-0.02],[0.],[-27.6],[-27.35],[-8.24],[-8.3],[11.65],[11.71],[-4.3],[-5.3],[-26549.],[97447.],[-67.],[709.],[-17655.],[-21537.],[-2252.],[-883.]
204,[62.36248589],[112.85580015],[0.],[0.],[0.],[0.02],[0.],[0.01],[0.1],[0.01],[0.05],[0.06],[0.],[-0.],[0.],[-0.],[-0.28],[-0.18],[-0.],[0.],[-1.56],[-0.34],[0.12],[0.32],[0.2],[1.91],[3.],[0.49],[0.02],[0.],[0.],[0.],[-0.21],[0.15],[-0.02],[0.1],[-27.63],[-27.35],[-8.24],[-8.29],[11.72],[11.71],[-4.24],[-5.3],[-26448.],[97447.],[-61.],[709.],[-18498.],[-21537.],[-2266.],[-903.]
205,[62.42343616],[112.91756058],[0.],[0.],[0.],[0.01],[0.],[0.],[-0.06],[0.01],[-0.08],[-0.07],[0.],[-0.],[0.],[-0.],[-0.01],[-0.12],[-0.],[0.],[-0.07],[-0.34],[0.12],[0.15],[0.2],[-0.41],[-0.87],[-0.24],[0.],[0.],[0.],[0.],[0.62],[4.58],[-0.2],[-0.2],[-27.57],[-27.35],[-8.24],[-8.25],[12.02],[11.89],[-4.06],[-5.3],[-26103.],[97447.],[-36.],[709.],[-19804.],[-21543.],[-2290.],[-931.]
206,[62.48517609],[112.97836161],[0.],[0.],[0.],[-0.01],[0.],[0.],[0.],[0.02],[0.06],[0.08],[0.],[-0.],[0.],[-0.],[-0.1],[-0.12],[-0.],[0.],[0.65],[-0.34],[0.12],[0.21],[0.2],[-4.49],[-0.12],[-0.79],[0.],[0.],[0.],[0.],[0.62],[9.15],[-0.2],[-0.3],[-27.5],[-27.35],[-8.15],[-8.19],[11.84],[11.89],[-4.01],[-5.3],[-25337.],[97447.],[21.],[709.],[-21677.],[-21701.],[-2301.],[-961.]
207,[62.54609632],[113.03022861],[0.],[0.],[0.],[-0.],[0.],[0.01],[0.07],[0.03],[0.06],[0.11],[0.],[-0.],[0.],[-0.],[-0.1],[0.],[-0.],[-0.],[0.41],[-0.34],[0.36],[0.95],[0.2],[-0.46],[1.85],[1.33],[0.],[0.],[0.],[0.],[0.62],[8.75],[0.34],[0.43],[-27.4],[-27.35],[-8.15],[-8.12],[11.69],[11.89],[-3.98],[-5.3],[-24512.],[97447.],[75.],[709.],[-21677.],[-22243.],[-2301.],[-961.]
208,[62.60794139],[113.09106088],[0.],[0.],[0.],[0.01],[0.],[0.],[-0.03],[-0.04],[-0.08],[-0.13],[0.],[-0.],[0.],[-0.],[0.29],[0.04],[-0.],[-0.],[-0.02],[-0.34],[0.36],[0.72],[0.2],[-0.66],[-0.28],[-1.08],[0.],[0.],[0.],[0.],[0.62],[9.7],[0.],[-0.38],[-27.38],[-27.35],[-8.1],[-8.12],[11.99],[11.89],[-4.28],[-5.3],[-23616.],[97447.],[105.],[709.],[-22926.],[-22614.],[-2305.],[-966.]
209,[62.66863608],[113.15303421],[0.],[0.],[0.],[0.],[-0.],[0.],[-0.03],[-0.03],[-0.02],[0.01],[0.],[-0.],[0.],[-0.],[0.12],[0.08],[-0.],[-0.],[-0.32],[-0.34],[1.42],[0.83],[0.2],[0.02],[-1.53],[-1.08],[0.],[0.],[0.],[0.],[0.62],[8.49],[0.],[-0.44],[-27.28],[-27.35],[-8.08],[-8.05],[11.49],[11.47],[-4.21],[-5.3],[-23348.],[97447.],[105.],[709.],[-22926.],[-22946.],[-2306.],[-1012.]
210,[62.73049951],[113.21473002],[0.],[0.],[0.],[0.01],[-0.],[-0.01],[-0.12],[-0.03],[-0.02],[-0.01],[0.],[-0.],[0.],[-0.],[0.12],[0.09],[-0.],[0.01],[-0.61],[-0.34],[-0.38],[0.41],[0.2],[-0.01],[1.32],[-1.08],[-1.],[0.],[0.],[0.],[0.62],[4.69],[0.],[-0.1],[-27.19],[-27.35],[-8.07],[-8.05],[11.18],[11.11],[-4.34],[-5.3],[-23345.],[97447.],[103.],[709.],[-22926.],[-22968.],[-2301.],[-1065.]
211,[62.78150439],[113.27559972],[0.],[0.],[0.],[-0.02],[-0.04],[-0.02],[0.09],[0.01],[-0.02],[-0.01],[0.],[-0.],[0.],[-0.],[0.12],[0.07],[-0.],[0.],[-0.74],[-0.34],[-0.38],[0.06],[0.2],[2.21],[-3.69],[-3.43],[-3.45],[0.],[0.],[0.],[0.62],[1.3],[0.],[0.],[-27.08],[-27.35],[-8.04],[-8.05],[11.18],[11.13],[-4.62],[-5.3],[-23342.],[97500.],[92.],[709.],[-22926.],[-22998.],[-2286.],[-1055.]
212,[62.84320593],[113.33737254],[0.],[0.],[0.],[0.03],[-0.01],[0.01],[-0.25],[0.02],[-0.02],[0.],[0.],[-0.02],[0.],[-0.],[0.12],[0.01],[-0.],[0.01],[-0.65],[-0.34],[-0.38],[0.09],[0.2],[0.68],[-3.69],[-7.19],[-5.72],[0.],[0.],[0.],[0.62],[0.03],[0.55],[0.03],[-27.06],[-27.35],[-8.03],[-7.98],[11.18],[11.26],[-4.69],[-5.3],[-23340.],[97808.],[97.],[709.],[-22926.],[-23115.],[-2286.],[-1080.]
213,[62.90413308],[113.39826941],[0.],[0.],[0.],[-0.01],[-0.01],[-0.02],[0.27],[0.04],[-0.02],[-0.04],[0.],[-0.],[0.],[-0.],[-0.12],[-0.],[-0.],[-0.],[-0.51],[-0.34],[-1.76],[-1.23],[-6.81],[-4.26],[0.14],[0.67],[-6.82],[0.],[-0.03],[0.],[0.62],[0.],[0.26],[0.03],[-27.05],[-27.35],[-8.03],[-7.97],[11.18],[11.39],[-5.19],[-5.3],[-23340.],[97994.],[102.],[710.],[-22926.],[-23194.],[-2283.],[-1108.]
214,[62.96588707],[113.45907831],[0.],[0.],[0.],[-0.01],[-0.01],[-0.01],[0.2],[0.04],[-0.02],[-0.01],[0.],[0.],[0.],[-0.],[-0.17],[-0.09],[-0.],[-0.01],[-2.11],[-2.14],[1.5],[1.59],[-1.7],[-4.26],[0.14],[-0.51],[-6.11],[0.],[0.],[0.],[-0.87],[-0.31],[-0.03],[0.03],[-27.09],[-27.35],[-8.03],[-7.97],[11.18],[11.36],[-5.28],[-5.3],[-23340.],[98053.],[108.],[710.],[-22926.],[-23194.],[-2272.],[-1116.]
215,[63.02671576],[113.51099157],[0.],[0.],[0.],[-0.02],[-0.01],[-0.01],[-0.12],[-0.04],[-0.02],[0.02],[0.],[-0.],[0.],[-0.],[0.18],[0.04],[-0.],[-0.],[-2.11],[-3.61],[1.5],[1.23],[-16.99],[-4.26],[0.14],[-0.12],[-2.33],[0.],[0.],[0.],[-8.85],[-5.57],[0.31],[0.03],[-27.1],[-27.35],[-8.03],[-8.01],[11.18],[11.38],[-5.35],[-5.37],[-23341.],[98059.],[123.],[710.],[-22926.],[-23194.],[-2245.],[-1106.]
216,[63.08865738],[113.57274365],[0.],[0.],[0.],[0.01],[-0.01],[-0.02],[-0.11],[-0.04],[-0.02],[0.03],[0.],[-0.],[0.],[-0.],[0.47],[0.03],[-0.],[-0.01],[-0.78],[-0.84],[1.5],[1.02],[-0.66],[3.14],[3.49],[0.9],[-0.05],[0.],[0.],[0.],[-26.],[-16.2],[0.25],[0.03],[-27.08],[-27.35],[-8.09],[-8.06],[11.18],[11.31],[-5.74],[-5.37],[-23348.],[98059.],[138.],[710.],[-22926.],[-23194.],[-2197.],[-1119.]
217,[63.15034819],[113.63358188],[0.],[0.],[0.],[0.02],[0.02],[0.01],[0.08],[0.01],[-0.02],[-0.02],[0.],[-0.],[0.],[-0.],[0.06],[0.07],[0.01],[0.01],[-0.01],[-1.05],[-0.16],[-0.21],[-0.66],[5.26],[-1.04],[-0.33],[0.],[0.],[0.02],[0.05],[-26.64],[-23.03],[0.02],[0.03],[-27.08],[-27.35],[-8.06],[-8.06],[11.18],[11.22],[-5.93],[-5.37],[-23352.],[98059.],[148.],[710.],[-22926.],[-23268.],[-2195.],[-1124.]
218,[63.21122551],[113.69545007],[0.],[0.],[0.],[-0.01],[-0.02],[-0.02],[0.02],[-0.05],[-0.02],[-0.05],[0.],[-0.],[0.],[-0.],[0.06],[0.02],[0.01],[0.01],[-2.24],[-1.97],[-0.16],[0.14],[11.22],[7.97],[-2.02],[-1.89],[-1.67],[0.],[0.02],[0.03],[-32.56],[-23.03],[0.18],[0.03],[-27.12],[-27.35],[-8.06],[-8.06],[11.18],[10.99],[-5.79],[-5.37],[-23360.],[98086.],[163.],[710.],[-22926.],[-23665.],[-2109.],[-1126.]
219,[63.27302051],[113.75631642],[0.],[0.],[0.],[-0.01],[0.04],[0.02],[0.11],[0.11],[-0.02],[0.02],[0.],[-0.],[0.],[-0.],[0.06],[0.02],[0.01],[0.01],[-2.24],[-2.37],[-0.16],[-0.63],[3.81],[2.27],[1.32],[1.77],[-4.4],[0.],[0.],[0.],[-38.69],[-22.87],[0.16],[-0.07],[-27.13],[-27.35],[-8.04],[-8.05],[10.61],[10.85],[-5.68],[-5.37],[-23343.],[98129.],[153.],[710.],[-22926.],[-23928.],[-2113.],[-1128.]
220,[63.3340044],[113.81811976],[0.],[0.],[0.],[0.],[-0.03],[0.],[0.22],[0.11],[-0.02],[0.02],[0.],[-0.],[0.],[-0.],[0.06],[0.02],[-0.],[-0.01],[-2.24],[-2.56],[-0.16],[-0.15],[-2.82],[0.37],[-0.4],[-2.37],[-6.66],[0.],[0.02],[0.02],[-21.16],[-20.36],[0.36],[0.54],[-27.14],[-27.35],[-8.04],[-8.05],[10.61],[10.77],[-5.71],[-5.37],[-22798.],[98145.],[148.],[710.],[-22926.],[-24051.],[-2106.],[-1116.]
221,[63.39573264],[113.87901211],[0.],[0.],[0.],[0.01],[0.03],[0.],[-0.16],[-0.],[-0.02],[-0.02],[0.],[-0.],[0.],[-0.],[0.06],[0.05],[-0.],[-0.],[0.21],[-1.32],[-0.16],[0.21],[1.85],[1.18],[1.22],[2.35],[-6.26],[0.],[0.02],[0.02],[-13.82],[-15.66],[0.39],[0.67],[-27.06],[-27.35],[-8.03],[-8.05],[10.61],[10.63],[-5.53],[-5.37],[-22462.],[98282.],[163.],[710.],[-22926.],[-24348.],[-2094.],[-1091.]
222,[63.45667434],[113.94081378],[0.],[0.],[0.],[-0.01],[0.03],[-0.],[-0.12],[-0.07],[-0.02],[0.02],[0.],[-0.],[0.],[-0.],[0.06],[0.05],[-0.],[-0.],[-1.89],[-1.87],[-0.16],[0.04],[1.85],[1.26],[9.61],[9.06],[-4.64],[0.],[0.02],[0.02],[-13.82],[-10.43],[-0.03],[-0.05],[-27.03],[-27.35],[-8.05],[-8.05],[10.61],[10.61],[-5.58],[-5.37],[-22458.],[98577.],[173.],[710.],[-22926.],[-24709.],[-2060.],[-1091.]
223,[63.5083921],[114.00164866],[0.],[0.],[0.],[-0.],[0.03],[0.01],[0.06],[0.06],[-0.02],[0.03],[0.],[-0.],[0.],[-0.],[0.06],[0.04],[-0.],[0.],[-2.67],[-1.87],[0.76],[0.29],[1.85],[1.84],[4.96],[1.17],[-3.68],[0.],[0.03],[0.02],[-13.82],[-6.25],[-0.03],[-0.31],[-27.05],[-27.35],[-8.05],[-8.06],[10.57],[10.53],[-5.59],[-5.37],[-22465.],[98839.],[184.],[710.],[-22926.],[-24982.],[-2054.],[-1093.]
224,[63.57930756],[114.05346537],[0.],[0.],[0.],[0.01],[0.03],[0.01],[0.11],[0.],[-0.02],[-0.06],[0.],[-0.],[0.],[-0.],[0.06],[0.05],[-0.],[-0.],[2.43],[0.16],[1.34],[0.93],[1.85],[-1.08],[4.99],[1.99],[-4.02],[0.],[-0.03],[0.],[-21.06],[-5.51],[-0.03],[-0.17],[-27.03],[-27.35],[-8.02],[-7.99],[10.27],[10.37],[-5.48],[-5.37],[-22769.],[99047.],[184.],[710.],[-22926.],[-25045.],[-2030.],[-1100.]
225,[63.64107013],[114.11444998],[0.],[0.],[0.],[-0.01],[-0.03],[-0.01],[-0.09],[-0.06],[-0.02],[0.06],[0.],[-0.],[0.],[-0.],[0.06],[0.04],[-0.],[0.],[-0.75],[-1.47],[0.85],[0.93],[1.85],[-0.7],[-0.67],[1.99],[-3.78],[0.],[0.],[0.],[-31.22],[-5.67],[0.02],[0.],[-26.98],[-27.35],[-8.],[-8.01],[10.05],[10.38],[-5.49],[-5.37],[-23394.],[99088.],[184.],[712.],[-22926.],[-25045.],[-2051.],[-1100.]
226,[63.70287228],[114.17630291],[0.],[0.],[0.],[-0.02],[0.06],[0.],[-0.07],[-0.06],[-0.02],[-0.05],[0.],[-0.],[0.],[-0.],[0.06],[0.04],[-0.],[-0.],[-1.19],[-1.47],[1.7],[0.93],[1.85],[0.49],[3.43],[1.99],[-4.75],[0.],[0.],[0.],[-20.15],[-10.95],[0.02],[0.1],[-26.94],[-27.35],[-8.01],[-8.01],[9.76],[10.4],[-5.59],[-5.37],[-24005.],[99089.],[184.],[712.],[-22926.],[-25045.],[-2067.],[-1113.]
227,[63.76374578],[114.23720837],[0.],[0.],[0.],[0.01],[-0.08],[-0.],[0.03],[0.07],[-0.02],[0.],[0.],[-0.],[0.],[-0.],[0.12],[0.11],[-0.],[-0.],[-2.67],[-1.47],[0.2],[-0.04],[1.85],[2.29],[6.12],[1.99],[-6.23],[0.],[0.],[0.02],[7.71],[-8.71],[0.02],[0.07],[-26.91],[-27.35],[-7.99],[-8.],[9.88],[10.4],[-5.51],[-5.37],[-24618.],[99089.],[184.],[715.],[-22926.],[-25047.],[-2034.],[-1126.]
228,[63.82554483],[114.29901338],[0.],[0.],[0.],[-0.03],[0.03],[0.02],[0.03],[0.02],[-0.02],[-0.02],[0.],[-0.],[0.],[-0.],[0.21],[-0.],[-0.],[-0.],[-0.94],[-0.24],[2.57],[0.68],[1.85],[0.03],[3.57],[1.18],[-7.32],[0.],[0.],[0.],[11.39],[-6.72],[0.02],[0.],[-26.89],[-27.35],[-7.99],[-7.96],[9.28],[10.37],[-5.73],[-5.37],[-25039.],[99091.],[184.],[716.],[-22926.],[-25002.],[-2034.],[-1143.]
229,[63.88638306],[114.34987378],[0.],[0.],[0.],[0.03],[-0.02],[-0.02],[0.03],[-0.02],[-0.02],[0.02],[0.],[-0.],[0.],[-0.],[-0.17],[-0.06],[0.],[-0.],[-0.94],[-0.32],[2.52],[0.78],[1.85],[-1.77],[2.32],[0.5],[-7.93],[0.],[0.],[0.],[18.54],[-2.52],[0.02],[-0.33],[-26.85],[-27.35],[-7.99],[-7.9],[9.54],[10.38],[-5.72],[-5.37],[-25217.],[99091.],[184.],[716.],[-22926.],[-24697.],[-2043.],[-1173.]
230,[63.94824815],[114.41171265],[0.],[0.],[0.],[0.01],[0.03],[-0.01],[0.06],[0.05],[-0.02],[0.01],[0.],[-0.],[0.],[-0.],[-0.34],[-0.11],[-0.],[-0.],[-3.62],[-2.75],[0.98],[0.8],[1.85],[-1.3],[4.25],[0.69],[-4.15],[0.],[0.],[0.],[31.5],[-1.59],[0.73],[0.53],[-26.8],[-27.35],[-7.99],[-7.83],[9.51],[10.45],[-5.51],[-5.37],[-25681.],[99128.],[184.],[716.],[-22926.],[-24165.],[-2042.],[-1197.]
231,[64.00905895],[114.47257018],[0.],[0.],[0.],[0.01],[-0.03],[-0.01],[-0.27],[-0.04],[-0.02],[0.05],[0.],[-0.],[0.],[-0.],[-0.],[-0.05],[0.],[-0.],[-6.04],[-10.5],[0.51],[0.8],[1.85],[-0.07],[-3.22],[-1.68],[-6.05],[0.],[0.],[0.],[21.02],[-0.41],[0.73],[0.63],[-26.78],[-27.35],[-7.99],[-7.79],[9.],[10.63],[-5.57],[-5.37],[-26421.],[99243.],[184.],[716.],[-22926.],[-24064.],[-2043.],[-1217.]
232,[64.0709393],[114.53434968],[0.],[0.],[0.],[0.01],[-0.],[0.],[-0.02],[-0.04],[-0.02],[-0.02],[0.],[-0.],[0.],[-0.],[0.01],[-0.07],[0.],[-0.],[-6.04],[-7.53],[1.27],[1.27],[1.85],[2.05],[-4.16],[-2.07],[-7.2],[0.],[0.],[0.],[0.15],[-0.41],[0.73],[1.06],[-26.87],[-27.35],[-7.99],[-7.75],[8.98],[10.56],[-5.69],[-5.37],[-27812.],[99513.],[184.],[716.],[-22926.],[-24183.],[-2042.],[-1205.]
233,[64.13187122],[114.59522486],[0.],[0.],[0.],[-0.01],[-0.],[-0.],[-0.02],[-0.04],[-0.02],[0.],[0.],[-0.],[0.],[-0.],[-0.],[-0.],[0.],[-0.],[-6.04],[-6.52],[1.51],[1.47],[1.85],[-0.6],[-5.3],[-0.64],[-7.62],[0.],[0.],[0.],[-0.08],[-0.41],[0.73],[0.91],[-27.],[-27.35],[-7.99],[-7.74],[8.46],[10.68],[-5.61],[-5.37],[-29540.],[99963.],[184.],[716.],[-22926.],[-24630.],[-2042.],[-1195.]
234,[64.19365597],[114.65705585],[0.],[0.],[0.],[-0.02],[-0.],[0.],[0.07],[-0.04],[-0.02],[-0.02],[0.],[-0.],[0.],[-0.],[-0.],[-0.],[-0.],[-0.],[-9.31],[-10.22],[1.51],[1.11],[1.85],[0.02],[-1.78],[1.31],[-5.17],[0.],[0.],[0.],[0.21],[-0.41],[0.38],[0.42],[-27.05],[-27.35],[-7.99],[-7.74],[8.47],[10.65],[-5.64],[-5.37],[-31348.],[100266.],[184.],[716.],[-22926.],[-25339.],[-2020.],[-1204.]
