,Ref_task2_Time,User_task2_Time,Ref_task2_Force,User_task2_Force,Ref_task2_L_pitchAcc,User_task2_L_pitchAcc,Ref_task2_L_yawAcc,User_task2_L_yawAcc,Ref_task2_L_surgeAcc,User_task2_L_surgeAcc,Ref_task2_L_rollAcc,User_task2_L_rollAcc,Ref_task2_L_pitchVel,User_task2_L_pitchVel,Ref_task2_L_yawVel,User_task2_L_yawVel,Ref_task2_L_surgeVel,User_task2_L_surgeVel,Ref_task2_L_rollVel,User_task2_L_rollVel,Ref_task2_L_pitch,User_task2_L_pitch,Ref_task2_L_yaw,User_task2_L_yaw,Ref_task2_L_surge,User_task2_L_surge,Ref_task2_L_roll,User_task2_L_roll,Ref_task2_L_x,User_task2_L_x,Ref_task2_L_y,User_task2_L_y,Ref_task2_L_z,User_task2_L_z,Ref_task2_L_motion,User_task2_L_motion,Ref_task2_R_pitchAcc,User_task2_R_pitchAcc,Ref_task2_R_yawAcc,User_task2_R_yawAcc,Ref_task2_R_surgeAcc,User_task2_R_surgeAcc,Ref_task2_R_rollAcc,User_task2_R_rollAcc,Ref_task2_R_pitchVel,User_task2_R_pitchVel,Ref_task2_R_yawVel,User_task2_R_yawVel,Ref_task2_R_surgeVel,User_task2_R_surgeVel,Ref_task2_R_rollVel,User_task2_R_rollVel
529,[49.48088717],[62.92744136],[0.],[0.],[-0.01],[-0.02],[-0.01],[-0.03],[-0.],[0.01],[-0.],[-0.04],[0.02],[0.03],[-0.],[0.],[0.02],[0.],[0.],[0.03],[-1.4],[-5.52],[1.37],[0.32],[-0.13],[-1.26],[-0.05],[0.11],[-8.66],[-16.82],[0.03],[0.05],[-1.02],[-0.1],[0.03],[0.02],[-19.74],[-18.78],[-18.17],[-19.18],[24.38],[28.87],[-13.17],[-13.3],[-20678.],[56076.],[389.],[1640.],[-18961.],[-20842.],[-984.],[-576.]
530,[49.48088717],[62.98939538],[0.],[0.],[-0.01],[0.03],[-0.01],[-0.08],[-0.],[0.],[-0.],[-0.07],[0.02],[0.03],[-0.],[-0.],[0.02],[0.],[0.],[-0.02],[-1.4],[-2.25],[1.37],[2.08],[-0.13],[-0.91],[-0.05],[-0.42],[-8.66],[-18.6],[0.03],[0.03],[-1.02],[-0.1],[0.03],[0.02],[-19.74],[-18.55],[-18.17],[-19.2],[24.38],[28.79],[-13.17],[-13.38],[-20744.],[56028.],[389.],[1640.],[-18961.],[-20621.],[-984.],[-588.]
531,[49.48088717],[63.05112624],[0.],[0.],[-0.01],[0.01],[-0.01],[-0.01],[-0.],[0.],[-0.],[0.05],[0.02],[0.03],[-0.],[-0.],[0.02],[0.],[0.],[0.],[-1.4],[-2.05],[1.37],[3.68],[-0.13],[-1.99],[-0.05],[-1.],[-8.66],[-20.82],[0.02],[0.03],[-1.02],[-0.98],[0.03],[0.15],[-19.74],[-18.6],[-18.17],[-19.22],[24.38],[28.72],[-13.17],[-13.51],[-20777.],[55826.],[389.],[1638.],[-18961.],[-20442.],[-984.],[-596.]
532,[49.48088717],[63.11198092],[0.],[0.],[-0.01],[-0.01],[-0.01],[0.04],[-0.],[-0.03],[-0.],[-0.03],[0.02],[0.03],[-0.],[-0.],[0.02],[0.06],[0.],[-0.02],[-1.4],[-2.05],[1.37],[5.24],[-0.13],[-2.54],[-0.05],[1.43],[-8.66],[-20.3],[0.],[0.],[-1.02],[-3.05],[0.03],[0.31],[-19.74],[-18.98],[-18.17],[-19.27],[24.38],[28.66],[-13.17],[-13.57],[-20804.],[55551.],[389.],[1637.],[-18961.],[-20087.],[-984.],[-598.]
533,[49.48088717],[63.17292619],[0.],[0.],[-0.01],[0.04],[-0.01],[0.01],[-0.],[0.02],[-0.],[0.04],[0.02],[0.],[-0.],[-0.],[0.02],[-0.01],[0.],[-0.01],[-0.74],[-0.67],[1.37],[3.28],[-0.13],[0.95],[-0.05],[-0.48],[-8.66],[-14.61],[0.],[0.],[-1.02],[-0.86],[0.03],[0.93],[-19.74],[-19.36],[-18.17],[-19.28],[24.38],[28.62],[-13.17],[-13.62],[-20806.],[55185.],[389.],[1632.],[-18961.],[-19564.],[-984.],[-598.]
534,[49.48088717],[63.2346952],[0.],[0.],[-0.01],[-0.01],[-0.01],[-0.01],[-0.],[-0.],[-0.],[-0.01],[0.02],[-0.05],[-0.],[0.01],[0.02],[0.05],[0.],[0.01],[0.55],[1.32],[-0.68],[-1.62],[-0.13],[1.22],[-0.05],[-0.73],[-8.66],[-14.1],[-0.27],[0.],[0.48],[-0.13],[0.03],[-0.02],[-19.76],[-19.62],[-18.17],[-19.3],[24.38],[28.57],[-13.17],[-13.6],[-20806.],[54817.],[389.],[1630.],[-18961.],[-19082.],[-984.],[-597.]
535,[49.48088717],[63.29547215],[0.],[0.],[-0.01],[-0.01],[-0.01],[0.07],[-0.],[0.02],[-0.],[0.01],[0.02],[-0.07],[-0.],[-0.01],[0.02],[0.04],[0.],[0.01],[0.55],[0.13],[-1.53],[-2.2],[-0.13],[-2.14],[-0.05],[-1.76],[-8.66],[-9.26],[0.13],[0.16],[0.48],[0.],[0.03],[0.],[-19.81],[-19.91],[-18.17],[-19.31],[24.38],[28.5],[-13.17],[-13.67],[-20806.],[54237.],[389.],[1631.],[-18961.],[-18712.],[-984.],[-596.]
536,[49.48088717],[63.34743857],[0.],[0.],[-0.02],[-0.03],[-0.02],[-0.08],[-0.],[-0.03],[-0.],[0.05],[0.02],[0.05],[-0.],[-0.],[0.02],[-0.01],[0.],[0.],[0.55],[-0.32],[-0.16],[0.36],[-0.13],[-4.11],[-0.05],[-0.71],[-8.66],[-15.05],[0.39],[-0.02],[0.48],[0.],[0.03],[0.],[-19.83],[-20.],[-18.17],[-19.28],[24.38],[28.45],[-13.17],[-13.83],[-20806.],[53426.],[389.],[1630.],[-17726.],[-18201.],[-984.],[-591.]
537,[49.48088717],[63.40818453],[0.],[0.],[-0.02],[0.1],[-0.02],[-0.02],[-0.],[0.01],[-0.],[0.],[0.02],[0.08],[-0.],[-0.],[0.02],[-0.03],[0.],[0.],[0.55],[-1.44],[-0.16],[0.71],[-0.13],[-2.59],[-0.05],[0.95],[-8.66],[-21.27],[0.45],[0.73],[0.48],[0.03],[0.03],[0.],[-19.84],[-19.96],[-18.17],[-19.27],[24.38],[28.41],[-13.17],[-13.95],[-20806.],[52592.],[389.],[1632.],[-17726.],[-17398.],[-984.],[-591.]
538,[49.48088717],[63.46996427],[0.],[0.],[-0.02],[-0.05],[0.01],[0.01],[-0.],[-0.02],[-0.],[-0.05],[0.02],[0.11],[-0.],[-0.],[0.02],[0.04],[0.],[0.],[0.55],[0.2],[-0.16],[-0.16],[-0.13],[-1.2],[-0.05],[2.09],[-8.66],[-20.88],[0.],[-0.05],[0.48],[0.],[0.03],[0.],[-19.82],[-19.84],[-18.17],[-19.25],[24.38],[28.35],[-13.17],[-14.05],[-20806.],[51725.],[389.],[1633.],[-16576.],[-16469.],[-984.],[-597.]
539,[49.48088717],[63.53132415],[0.],[0.],[-0.02],[-0.06],[0.02],[0.02],[-0.],[-0.01],[-0.],[0.02],[-0.02],[-0.04],[-0.],[0.],[0.02],[0.09],[0.],[-0.04],[0.55],[0.89],[2.11],[4.24],[-0.13],[-8.32],[-0.05],[2.28],[-8.66],[-17.32],[0.],[0.05],[0.48],[0.],[0.03],[0.],[-19.8],[-19.84],[-18.17],[-19.28],[24.38],[28.29],[-13.17],[-14.05],[-20806.],[51175.],[389.],[1633.],[-16576.],[-15436.],[-984.],[-620.]
540,[49.48088717],[63.59315753],[0.],[0.],[0.],[-0.01],[0.02],[0.01],[-0.],[0.06],[-0.],[0.01],[-0.02],[-0.11],[-0.],[0.],[0.02],[0.02],[0.],[0.02],[0.55],[0.12],[1.01],[-0.97],[-0.13],[-1.31],[-0.05],[-0.22],[-8.66],[-19.97],[0.],[0.07],[0.48],[0.],[0.03],[0.],[-19.83],[-19.84],[-18.17],[-19.31],[24.38],[28.2],[-13.17],[-14.04],[-20806.],[50763.],[389.],[1637.],[-16576.],[-15211.],[-984.],[-630.]
541,[49.48088717],[63.65416074],[0.],[0.],[0.03],[0.03],[0.02],[0.08],[-0.],[0.],[-0.],[-0.03],[-0.02],[-0.09],[-0.],[0.],[0.02],[0.03],[0.],[0.01],[0.97],[2.29],[-1.75],[-2.47],[-0.13],[-2.53],[-0.05],[-4.82],[-8.66],[-19.3],[-0.38],[0.24],[0.48],[0.03],[0.03],[0.],[-19.9],[-19.84],[-18.17],[-19.32],[24.38],[28.16],[-13.17],[-14.09],[-20806.],[50531.],[389.],[1642.],[-16576.],[-15204.],[-984.],[-637.]
542,[49.48088717],[63.71586967],[0.],[0.],[0.03],[0.07],[-0.03],[-0.04],[-0.],[-0.06],[-0.],[-0.02],[-0.02],[-0.04],[-0.],[0.],[0.02],[-0.21],[0.],[-0.],[0.97],[1.5],[-1.75],[-1.65],[-0.13],[-7.42],[-0.05],[-1.75],[-8.66],[-14.58],[-1.93],[0.22],[0.48],[-0.02],[0.03],[0.18],[-20.03],[-20.],[-18.17],[-19.34],[24.38],[28.12],[-13.17],[-14.13],[-20806.],[50383.],[389.],[1648.],[-16576.],[-15204.],[-984.],[-637.]
543,[49.48088717],[63.77675676],[0.],[0.],[0.03],[-0.63],[-0.03],[-0.05],[-0.],[-0.03],[-0.],[-0.02],[-0.02],[0.01],[-0.],[-0.],[0.02],[-0.06],[0.],[-0.],[0.97],[-0.36],[-0.25],[-0.51],[-0.13],[1.3],[-0.05],[-3.45],[-8.66],[-18.],[0.58],[0.46],[0.48],[0.],[0.03],[0.02],[-20.15],[-20.17],[-18.17],[-19.38],[24.38],[28.03],[-13.17],[-14.1],[-20806.],[50321.],[389.],[1654.],[-16576.],[-15316.],[-984.],[-636.]
544,[49.48088717],[63.83859754],[0.],[0.],[0.03],[0.56],[0.],[0.03],[-0.],[0.02],[-0.],[0.06],[-0.02],[0.11],[-0.],[0.],[0.02],[-0.],[0.],[-0.],[0.97],[6.13],[-0.25],[0.],[-0.13],[-0.76],[-0.05],[-1.22],[-8.66],[-19.92],[0.48],[0.43],[0.48],[0.],[0.03],[-0.02],[-20.16],[-20.17],[-18.17],[-19.39],[24.38],[27.99],[-13.17],[-14.04],[-20806.],[50281.],[389.],[1659.],[-16576.],[-15590.],[-984.],[-636.]
545,[49.48088717],[63.89957094],[0.],[0.],[0.02],[-0.05],[0.],[0.03],[-0.],[0.02],[-0.],[0.02],[-0.02],[0.09],[-0.],[0.],[0.02],[-0.],[0.],[0.],[0.97],[3.04],[1.38],[4.92],[-0.13],[2.93],[-0.05],[-2.],[-8.66],[-17.25],[0.48],[0.45],[0.48],[0.],[0.03],[-0.16],[-20.1],[-20.17],[-18.17],[-19.38],[24.38],[27.95],[-13.17],[-13.93],[-20806.],[50240.],[389.],[1663.],[-16576.],[-15961.],[-984.],[-633.]
546,[49.48088717],[63.96126699],[0.],[0.],[0.02],[0.05],[0.],[-0.02],[-0.02],[-0.11],[-0.],[-0.02],[-0.02],[-0.01],[-0.],[-0.],[0.02],[-0.04],[0.],[0.],[0.97],[-0.4],[0.54],[2.37],[-0.13],[3.01],[-0.05],[-1.46],[-8.66],[-14.73],[0.25],[0.33],[0.48],[0.27],[0.03],[0.06],[-20.04],[-20.17],[-18.17],[-19.35],[24.38],[27.89],[-13.17],[-13.84],[-20866.],[50236.],[389.],[1669.],[-16576.],[-16169.],[-984.],[-631.]
547,[49.48088717],[64.02221441],[0.],[0.],[0.],[-0.],[0.],[0.12],[-0.02],[0.12],[-0.],[-0.],[-0.02],[-0.02],[-0.],[0.],[0.02],[-0.02],[0.],[-0.],[0.97],[-0.96],[-0.68],[-0.36],[-0.13],[1.9],[-0.05],[1.75],[-8.66],[-14.03],[0.16],[0.07],[0.7],[3.75],[0.03],[0.08],[-20.08],[-20.17],[-18.17],[-19.33],[24.38],[27.84],[-13.17],[-13.73],[-21004.],[50083.],[389.],[1672.],[-16576.],[-16207.],[-984.],[-631.]
548,[49.48088717],[64.08395767],[0.],[0.],[0.],[-0.],[0.],[-0.11],[-0.02],[-0.02],[-0.],[0.01],[-0.02],[-0.04],[-0.],[-0.],[0.02],[0.04],[0.],[0.],[0.97],[0.81],[-0.08],[-0.36],[-0.13],[-0.37],[-0.05],[1.93],[-8.66],[-12.41],[0.16],[0.16],[0.7],[2.93],[0.03],[0.02],[-20.22],[-20.21],[-18.17],[-19.35],[24.38],[27.82],[-13.17],[-13.55],[-21010.],[49871.],[389.],[1674.],[-16576.],[-16333.],[-984.],[-631.]
549,[49.48088717],[64.14574313],[0.],[0.],[-0.03],[-0.05],[0.],[-0.17],[-0.02],[-0.08],[-0.],[0.02],[-0.02],[-0.03],[-0.],[-0.],[0.02],[0.05],[0.],[-0.],[0.97],[5.22],[0.9],[1.61],[-0.13],[3.49],[-0.05],[-0.82],[-8.66],[-10.29],[0.34],[0.41],[0.7],[5.92],[0.03],[0.08],[-20.33],[-20.35],[-18.17],[-19.35],[24.38],[27.78],[-13.17],[-13.48],[-21012.],[49391.],[389.],[1682.],[-16576.],[-16595.],[-984.],[-635.]
550,[49.48088717],[64.20662093],[0.],[0.],[-0.03],[-0.01],[0.01],[0.07],[0.05],[0.14],[-0.],[-0.03],[-0.02],[-0.03],[-0.],[-0.],[0.02],[-0.02],[0.],[0.],[0.97],[-32.38],[0.9],[3.64],[-0.13],[2.32],[-0.05],[0.49],[-8.66],[-9.47],[0.34],[0.32],[13.44],[8.44],[0.03],[0.05],[-20.36],[-20.37],[-18.17],[-19.33],[24.38],[27.73],[-13.17],[-13.44],[-21011.],[48562.],[389.],[1687.],[-16576.],[-16964.],[-984.],[-635.]
551,[49.48088717],[64.2684164],[0.],[0.],[0.01],[0.],[0.01],[0.02],[0.05],[-0.03],[-0.],[-0.02],[-0.02],[-0.02],[-0.],[0.],[0.02],[-0.03],[0.],[0.],[0.97],[2.65],[0.9],[2.33],[-0.13],[0.36],[-0.05],[1.1],[-8.06],[-6.4],[0.34],[0.44],[13.44],[8.03],[0.03],[0.],[-20.38],[-20.37],[-18.17],[-19.32],[24.38],[27.67],[-13.17],[-13.31],[-20898.],[47506.],[389.],[1688.],[-16576.],[-17141.],[-984.],[-647.]
552,[49.48088717],[64.32898188],[0.],[0.],[0.02],[0.03],[0.01],[0.03],[0.06],[0.06],[-0.],[-0.01],[-0.02],[0.04],[-0.],[0.],[0.02],[-0.03],[0.],[0.],[0.97],[-0.18],[0.9],[9.27],[-0.13],[0.99],[-0.05],[-0.53],[-0.68],[-1.13],[0.34],[0.42],[13.44],[5.97],[0.03],[0.02],[-20.46],[-20.46],[-18.17],[-19.28],[24.38],[27.63],[-13.17],[-13.24],[-20834.],[46635.],[389.],[1685.],[-16576.],[-17141.],[-984.],[-642.]
553,[49.48088717],[64.39081788],[0.],[0.],[0.02],[0.02],[0.01],[0.01],[-0.09],[0.],[-0.],[0.01],[-0.02],[-0.06],[-0.],[0.],[0.02],[0.05],[0.],[0.],[0.97],[2.95],[0.9],[2.6],[-0.13],[1.72],[-0.05],[-1.45],[0.],[-0.02],[0.28],[0.23],[13.44],[8.52],[0.03],[0.],[-20.46],[-20.42],[-18.17],[-19.24],[24.38],[27.48],[-13.17],[-13.31],[-20772.],[46290.],[389.],[1684.],[-16576.],[-17093.],[-984.],[-628.]
554,[49.48088717],[64.45182204],[0.],[0.],[0.],[0.],[0.01],[-0.01],[-0.04],[-0.02],[-0.],[0.04],[-0.02],[0.01],[-0.],[-0.],[0.02],[0.05],[0.],[0.],[0.97],[2.72],[-0.78],[-8.08],[-0.13],[1.33],[-0.05],[-2.88],[0.],[0.2],[0.3],[0.23],[13.44],[13.61],[0.03],[0.],[-20.5],[-20.75],[-18.17],[-19.14],[24.38],[27.32],[-13.17],[-13.31],[-20761.],[46212.],[389.],[1684.],[-16576.],[-16945.],[-984.],[-640.]
555,[49.48088717],[64.51362729],[0.],[0.],[0.],[0.],[0.01],[0.01],[-0.04],[-0.04],[-0.],[0.03],[-0.02],[0.01],[-0.],[-0.],[0.02],[0.05],[0.],[0.],[0.97],[2.51],[-0.78],[-4.02],[-0.13],[-22.91],[-0.05],[0.68],[0.],[2.37],[0.18],[0.2],[16.05],[14.98],[0.03],[0.],[-20.5],[-20.89],[-18.17],[-19.03],[24.38],[27.06],[-13.17],[-13.33],[-20761.],[46216.],[389.],[1682.],[-16576.],[-16778.],[-984.],[-668.]
556,[49.48088717],[64.57435441],[0.],[0.],[0.],[0.],[0.01],[-0.03],[-0.22],[-0.04],[-0.],[-0.01],[-0.02],[-0.04],[-0.],[0.],[0.02],[0.03],[0.],[-0.],[0.97],[-0.72],[-0.78],[-2.72],[-0.13],[4.49],[-0.05],[1.98],[0.],[3.62],[0.18],[0.21],[16.05],[16.66],[0.03],[-0.05],[-20.5],[-21.01],[-18.17],[-18.94],[24.38],[26.82],[-13.17],[-13.33],[-20761.],[46224.],[389.],[1680.],[-16576.],[-16619.],[-984.],[-679.]
557,[49.48088717],[64.62635517],[0.],[0.],[0.],[-0.],[0.01],[-0.07],[0.13],[0.06],[-0.],[0.],[-0.02],[0.01],[-0.],[-0.],[0.02],[0.01],[0.],[-0.],[0.97],[-1.43],[-0.78],[-0.67],[-0.13],[-3.13],[-0.05],[0.47],[0.],[6.11],[0.08],[0.15],[8.45],[3.69],[0.03],[0.],[-20.5],[-21.14],[-18.17],[-18.81],[24.38],[26.78],[-13.17],[-13.35],[-20762.],[46225.],[389.],[1679.],[-16576.],[-16350.],[-984.],[-679.]
558,[49.48088717],[64.68705082],[0.],[0.],[0.],[0.02],[0.01],[0.08],[-0.03],[-0.02],[-0.],[-0.07],[-0.02],[0.12],[-0.],[-0.],[0.02],[-0.],[0.],[0.],[0.97],[-1.24],[-0.78],[-0.34],[-0.13],[0.68],[-0.05],[0.32],[0.],[17.66],[0.15],[0.15],[6.5],[3.69],[0.03],[0.],[-20.5],[-21.18],[-18.17],[-18.63],[24.38],[26.58],[-13.17],[-13.41],[-20771.],[46225.],[389.],[1678.],[-16576.],[-16094.],[-984.],[-681.]
559,[49.48088717],[64.74900556],[0.],[0.],[0.],[-0.01],[0.01],[0.04],[-0.03],[-0.03],[-0.],[-0.],[-0.02],[-0.05],[-0.],[0.],[0.02],[0.03],[0.],[-0.],[0.97],[0.3],[-0.78],[-1.12],[-0.13],[-0.62],[-0.05],[0.92],[0.],[28.7],[0.15],[0.16],[6.12],[3.69],[0.03],[0.],[-20.5],[-21.09],[-18.17],[-18.35],[24.38],[26.34],[-13.17],[-13.33],[-20776.],[46225.],[389.],[1678.],[-15524.],[-15837.],[-984.],[-686.]
560,[49.48088717],[64.81077647],[0.],[0.],[0.],[0.02],[0.01],[0.01],[0.22],[0.01],[-0.],[-0.02],[-0.02],[-0.1],[-0.],[-0.],[0.02],[-0.],[0.],[-0.],[1.88],[1.82],[-0.78],[-0.29],[-0.13],[0.28],[-0.05],[2.],[0.],[34.38],[0.15],[0.13],[4.29],[3.69],[0.03],[0.],[-20.5],[-21.09],[-18.17],[-18.13],[24.38],[26.09],[-13.17],[-13.35],[-20776.],[46226.],[389.],[1678.],[-15524.],[-15669.],[-984.],[-702.]
561,[49.48088717],[64.87156296],[0.],[0.],[0.],[-0.02],[0.01],[0.01],[-0.06],[0.01],[-0.],[0.],[-0.02],[-0.01],[-0.],[-0.],[0.02],[-0.],[0.],[0.],[1.88],[1.88],[-0.78],[-2.33],[-0.13],[-2.34],[-0.05],[0.15],[0.],[32.22],[0.15],[0.16],[1.1],[0.11],[0.03],[0.],[-20.5],[-21.1],[-18.17],[-18.02],[24.38],[25.89],[-13.17],[-13.4],[-20904.],[46408.],[389.],[1678.],[-15524.],[-15669.],[-984.],[-716.]
562,[49.48088717],[64.93340325],[0.],[0.],[0.],[0.04],[0.01],[-0.03],[-0.07],[-0.01],[-0.],[0.05],[-0.02],[-0.01],[-0.],[-0.],[0.02],[-0.02],[0.],[-0.],[1.88],[2.09],[-0.78],[-6.66],[-0.13],[-3.2],[-0.05],[-1.15],[0.],[25.48],[0.15],[0.15],[1.1],[0.],[0.03],[0.],[-20.5],[-21.19],[-18.17],[-17.89],[24.38],[25.7],[-13.17],[-13.5],[-21206.],[46600.],[389.],[1679.],[-15524.],[-15669.],[-984.],[-717.]
563,[49.48088717],[64.99431968],[0.],[0.],[0.],[-0.06],[0.01],[0.01],[-0.16],[-0.4],[-0.],[0.02],[-0.02],[0.03],[-0.],[0.],[0.02],[-0.04],[0.],[0.],[1.88],[2.11],[-0.57],[-1.44],[-0.13],[-0.75],[-0.05],[-1.56],[0.],[20.42],[0.15],[0.15],[1.1],[-1.87],[0.03],[0.03],[-20.5],[-21.18],[-18.17],[-18.06],[24.38],[25.53],[-13.17],[-13.55],[-21514.],[46782.],[389.],[1679.],[-15524.],[-15669.],[-984.],[-719.]
564,[49.48088717],[65.0560782],[0.],[0.],[0.],[-0.02],[0.01],[0.01],[0.34],[0.44],[-0.],[-0.03],[-0.02],[-0.],[-0.],[0.],[0.02],[-0.04],[0.],[0.],[1.88],[1.93],[0.26],[0.98],[-0.13],[-1.27],[-0.05],[-0.69],[0.],[11.56],[0.15],[0.2],[1.1],[-4.57],[0.03],[-0.1],[-20.5],[-21.13],[-18.17],[-18.2],[24.38],[25.36],[-13.17],[-13.49],[-21768.],[46833.],[389.],[1679.],[-15524.],[-15625.],[-984.],[-719.]
565,[49.48088717],[65.11694384],[0.],[0.],[0.],[0.],[0.01],[0.],[-0.18],[-0.13],[-0.],[0.02],[-0.02],[-0.04],[-0.],[0.],[0.02],[-0.04],[0.],[0.],[1.88],[2.93],[0.73],[1.54],[-0.13],[0.96],[-0.05],[1.46],[0.],[4.08],[0.15],[0.16],[1.1],[-5.98],[0.03],[0.],[-20.5],[-21.12],[-18.17],[-18.4],[24.38],[25.33],[-13.17],[-13.36],[-21838.],[46772.],[389.],[1679.],[-15524.],[-15261.],[-984.],[-719.]
566,[49.48088717],[65.17884994],[0.],[0.],[0.],[-0.02],[0.01],[0.02],[-0.04],[0.06],[-0.],[0.03],[-0.02],[-0.02],[-0.],[0.],[0.02],[-0.04],[0.],[-0.],[1.88],[2.6],[0.73],[1.89],[-0.13],[-0.24],[-0.05],[3.04],[0.],[1.51],[0.08],[0.06],[1.1],[-3.53],[-0.15],[-0.38],[-20.5],[-20.98],[-18.17],[-18.51],[24.38],[25.34],[-13.17],[-13.22],[-21935.],[46073.],[389.],[1684.],[-14314.],[-14814.],[-984.],[-713.]
567,[49.48088717],[65.23963523],[0.],[0.],[0.],[0.04],[0.01],[0.03],[-0.04],[-0.02],[-0.],[-0.04],[-0.02],[-0.02],[-0.],[0.],[0.02],[0.09],[0.],[-0.],[1.88],[3.68],[0.73],[0.29],[-0.13],[-3.14],[-0.05],[2.49],[0.],[0.89],[0.08],[0.08],[1.1],[-0.62],[-0.15],[-0.29],[-20.5],[-20.89],[-18.17],[-18.68],[24.38],[25.39],[-13.17],[-13.24],[-22435.],[44995.],[389.],[1692.],[-14314.],[-14362.],[-984.],[-713.]
568,[49.48088717],[65.30141044],[0.],[0.],[0.],[0.03],[0.01],[0.02],[-0.04],[0.02],[-0.],[0.],[-0.02],[-0.01],[-0.],[0.],[0.02],[0.02],[0.],[-0.],[1.88],[2.58],[0.73],[0.67],[-0.13],[1.39],[-0.05],[2.64],[0.],[1.07],[0.03],[0.02],[1.1],[-2.1],[-0.15],[-0.37],[-20.5],[-20.91],[-18.17],[-18.9],[24.38],[25.41],[-13.17],[-13.54],[-23114.],[44047.],[389.],[1696.],[-14314.],[-14060.],[-984.],[-702.]
569,[49.48088717],[65.35237408],[0.],[0.],[0.],[0.05],[-0.01],[-0.05],[-0.04],[-0.04],[-0.],[-0.03],[-0.02],[-0.06],[-0.],[0.],[0.02],[0.],[0.],[-0.],[1.88],[5.21],[0.73],[0.67],[-0.13],[-2.12],[-0.05],[-1.35],[0.],[0.33],[0.03],[0.02],[1.1],[-4.23],[-0.15],[-0.31],[-20.5],[-20.53],[-18.17],[-19.17],[24.38],[25.38],[-14.06],[-13.64],[-23540.],[43259.],[389.],[1684.],[-14314.],[-14001.],[-984.],[-704.]
570,[49.48088717],[65.41425157],[0.],[0.],[-0.02],[-0.06],[-0.01],[-0.03],[-0.04],[-0.01],[-0.],[0.02],[-0.02],[-0.06],[-0.],[0.],[0.02],[-0.04],[0.],[-0.],[1.88],[1.4],[0.73],[1.74],[-0.13],[1.41],[-0.05],[-1.35],[0.],[0.3],[0.1],[0.13],[1.1],[-6.15],[-0.15],[-0.08],[-20.5],[-20.35],[-18.17],[-19.3],[24.38],[25.32],[-14.06],[-13.85],[-23866.],[43045.],[389.],[1602.],[-14314.],[-14001.],[-984.],[-734.]
571,[49.48088717],[65.47492123],[0.],[0.],[-0.02],[-0.07],[-0.01],[-0.01],[-0.04],[0.04],[-0.],[0.],[-0.],[-0.01],[-0.],[0.],[0.02],[-0.07],[0.],[-0.],[1.88],[0.44],[0.73],[3.51],[-0.13],[0.48],[-0.05],[-2.39],[0.],[0.],[0.1],[0.07],[1.1],[-2.95],[-0.15],[-0.53],[-20.5],[-20.38],[-18.17],[-19.41],[24.38],[25.16],[-14.06],[-13.93],[-24087.],[43057.],[389.],[1679.],[-14314.],[-14002.],[-984.],[-744.]
572,[49.48088717],[65.5367887],[0.],[0.],[-0.02],[-0.01],[-0.01],[-0.06],[-0.04],[-0.01],[-0.],[-0.01],[-0.],[-0.01],[-0.],[0.],[0.02],[-0.02],[0.],[-0.],[1.88],[0.69],[0.73],[4.51],[-0.13],[-1.35],[-0.05],[-2.36],[0.],[0.],[0.1],[0.13],[1.1],[0.],[-0.15],[-1.03],[-20.5],[-20.43],[-18.17],[-19.46],[24.38],[24.96],[-14.06],[-14.05],[-24326.],[43002.],[389.],[1693.],[-14314.],[-14004.],[-984.],[-744.]
573,[49.48088717],[65.59773874],[0.],[0.],[-0.02],[-0.04],[-0.01],[0.14],[-0.04],[0.04],[-0.],[-0.02],[-0.],[0.09],[-0.],[-0.],[0.02],[-0.02],[0.],[-0.03],[1.88],[-0.22],[0.73],[1.5],[-0.13],[-1.46],[-0.05],[0.36],[0.],[-0.02],[0.1],[0.15],[1.1],[0.81],[-0.15],[-0.47],[-20.5],[-20.38],[-18.17],[-19.36],[24.38],[24.85],[-14.06],[-14.14],[-24638.],[43031.],[389.],[1698.],[-14314.],[-14004.],[-984.],[-744.]
574,[49.48088717],[65.65956664],[0.],[0.],[-0.02],[-0.02],[-0.01],[-0.07],[-0.04],[-0.02],[-0.],[0.01],[-0.],[0.04],[-0.],[-0.],[0.02],[-0.],[0.],[0.02],[1.88],[2.22],[-0.03],[-0.23],[-0.13],[0.46],[-0.05],[1.66],[0.],[0.],[0.1],[0.1],[1.1],[2.43],[-0.15],[-0.2],[-20.5],[-20.07],[-18.17],[-19.2],[24.38],[24.9],[-14.06],[-14.03],[-25180.],[43299.],[389.],[1708.],[-14314.],[-14000.],[-984.],[-744.]
575,[49.48088717],[65.72032499],[0.],[0.],[0.01],[0.07],[-0.01],[-0.01],[-0.04],[-0.05],[-0.],[0.02],[-0.],[0.05],[-0.],[-0.],[0.02],[0.],[0.],[0.],[1.88],[3.88],[-0.03],[-1.02],[-0.13],[-0.28],[-0.05],[-0.2],[0.],[-0.05],[0.],[0.05],[1.1],[2.78],[0.05],[0.1],[-20.5],[-22.01],[-18.17],[-19.01],[24.38],[24.9],[-14.06],[-13.91],[-25626.],[43870.],[389.],[1713.],[-14314.],[-13998.],[-984.],[-744.]
