,Ref_task2_Time,User_task2_Time,Ref_task2_Force,User_task2_Force,Ref_task2_L_pitchAcc,User_task2_L_pitchAcc,Ref_task2_L_yawAcc,User_task2_L_yawAcc,Ref_task2_L_surgeAcc,User_task2_L_surgeAcc,Ref_task2_L_rollAcc,User_task2_L_rollAcc,Ref_task2_L_pitchVel,User_task2_L_pitchVel,Ref_task2_L_yawVel,User_task2_L_yawVel,Ref_task2_L_surgeVel,User_task2_L_surgeVel,Ref_task2_L_rollVel,User_task2_L_rollVel,Ref_task2_L_pitch,User_task2_L_pitch,Ref_task2_L_yaw,User_task2_L_yaw,Ref_task2_L_surge,User_task2_L_surge,Ref_task2_L_roll,User_task2_L_roll,Ref_task2_L_x,User_task2_L_x,Ref_task2_L_y,User_task2_L_y,Ref_task2_L_z,User_task2_L_z,Ref_task2_L_motion,User_task2_L_motion,Ref_task2_R_pitchAcc,User_task2_R_pitchAcc,Ref_task2_R_yawAcc,User_task2_R_yawAcc,Ref_task2_R_surgeAcc,User_task2_R_surgeAcc,Ref_task2_R_rollAcc,User_task2_R_rollAcc,Ref_task2_R_pitchVel,User_task2_R_pitchVel,Ref_task2_R_yawVel,User_task2_R_yawVel,Ref_task2_R_surgeVel,User_task2_R_surgeVel,Ref_task2_R_rollVel,User_task2_R_rollVel
835,[49.48088717],[81.52822447],[0.],[0.],[0.],[-0.04],[-0.16],[0.01],[0.02],[0.01],[0.02],[-0.01],[-0.],[0.],[0.],[-0.],[0.],[-0.05],[0.],[-0.01],[-5.16],[-1.98],[2.39],[0.84],[1.49],[2.9],[3.32],[0.69],[-1.74],[0.07],[-0.09],[-0.02],[-0.16],[-4.54],[0.],[0.03],[-16.36],[-16.34],[-23.58],[-22.95],[17.6],[16.89],[-19.29],[-19.55],[10495.],[67762.],[389.],[866.],[-13130.],[-21708.],[-1700.],[-700.]
836,[49.48088717],[81.59000587],[0.],[0.],[0.],[-0.04],[0.02],[0.01],[0.02],[-0.01],[0.02],[0.01],[-0.],[-0.1],[0.],[-0.],[0.],[-0.02],[0.],[0.02],[-1.7],[0.04],[2.39],[2.02],[1.49],[2.03],[-1.41],[-1.8],[-1.74],[-0.48],[-0.24],[-0.33],[-0.16],[-4.64],[0.],[-0.07],[-16.06],[-16.34],[-23.58],[-22.88],[17.6],[16.8],[-19.29],[-19.65],[10495.],[68143.],[389.],[864.],[-13131.],[-22445.],[-1712.],[-698.]
837,[49.48088717],[81.65088487],[0.],[0.],[0.],[0.03],[0.03],[0.04],[0.02],[0.02],[0.02],[0.],[-0.],[0.],[0.],[-0.],[0.],[0.01],[0.],[0.],[-1.7],[-1.06],[2.39],[1.72],[1.49],[0.59],[-4.56],[-1.8],[-1.74],[-0.79],[-0.24],[-0.55],[-0.16],[-6.23],[0.],[-0.08],[-15.98],[-16.34],[-23.58],[-22.79],[17.6],[16.78],[-19.29],[-19.74],[10495.],[68485.],[389.],[869.],[-13202.],[-23082.],[-1722.],[-698.]
838,[49.48088717],[81.71268058],[0.],[0.],[0.],[-0.04],[-0.03],[-0.06],[0.02],[-0.01],[0.02],[0.01],[0.01],[-0.03],[0.],[-0.],[0.],[0.],[0.],[0.],[-1.7],[-1.39],[4.04],[7.76],[1.49],[-0.42],[0.05],[-0.27],[-1.74],[-0.02],[-0.24],[-0.11],[-0.16],[-2.97],[0.],[-0.18],[-16.21],[-16.34],[-23.58],[-22.63],[17.6],[16.73],[-19.29],[-19.79],[10495.],[68779.],[389.],[872.],[-13555.],[-23604.],[-1718.],[-696.]
839,[49.48088717],[81.77355218],[0.],[0.],[0.],[0.03],[-0.03],[-0.07],[0.02],[0.02],[0.02],[-0.02],[0.05],[0.04],[0.],[-0.],[0.],[0.],[0.],[-0.01],[-1.7],[-2.1],[5.05],[4.66],[1.49],[-2.11],[0.05],[-0.78],[-1.74],[-0.02],[-0.24],[-0.28],[-0.16],[-0.34],[0.],[-0.1],[-16.1],[-16.34],[-23.58],[-22.5],[17.6],[16.7],[-19.29],[-19.83],[10495.],[69090.],[389.],[878.],[-14055.],[-23701.],[-1723.],[-690.]
840,[49.48088717],[81.83535194],[0.],[0.],[0.],[0.03],[-0.03],[-0.05],[-0.05],[-0.02],[0.02],[-0.04],[-0.01],[0.02],[0.],[-0.],[0.],[-0.02],[0.],[0.],[-0.84],[-0.85],[3.9],[5.97],[1.49],[-1.13],[-2.29],[-1.83],[-1.74],[-0.13],[-0.24],[-0.16],[-0.16],[0.],[0.],[-0.05],[-15.9],[-15.58],[-23.58],[-22.48],[17.6],[16.66],[-19.29],[-19.88],[10495.],[69271.],[389.],[881.],[-14448.],[-23724.],[-1723.],[-681.]
841,[49.48088717],[81.89621902],[0.],[0.],[0.],[-0.02],[-0.03],[-0.04],[-0.05],[-0.02],[0.02],[0.03],[-0.11],[-0.17],[0.],[-0.],[0.],[-0.],[0.],[-0.],[-0.84],[-0.65],[9.87],[8.24],[1.49],[0.11],[-2.29],[-2.28],[-1.74],[-1.18],[-0.24],[-0.15],[-0.16],[0.05],[0.],[-0.02],[-15.49],[-15.58],[-23.58],[-22.58],[17.6],[16.68],[-19.29],[-19.9],[10495.],[69371.],[389.],[882.],[-14696.],[-23800.],[-1729.],[-681.]
842,[49.48088717],[81.95787311],[0.],[0.],[0.],[-0.01],[0.03],[0.01],[-0.05],[-0.01],[0.62],[-0.01],[-0.11],[-0.14],[0.],[-0.],[0.],[-0.],[0.],[0.],[-0.84],[1.18],[9.87],[9.06],[1.49],[0.01],[-2.29],[-1.45],[-1.74],[-1.38],[-0.24],[-0.25],[-0.16],[0.77],[0.],[0.15],[-15.22],[-15.58],[-23.58],[-22.67],[17.6],[16.76],[-19.29],[-19.9],[10495.],[69455.],[389.],[886.],[-14908.],[-24131.],[-1730.],[-681.]
843,[49.48088717],[82.01864123],[0.],[0.],[0.],[-0.01],[0.03],[0.02],[0.12],[0.06],[-0.46],[-0.02],[-0.04],[0.01],[0.],[-0.],[0.],[0.06],[0.],[-0.],[-5.82],[-2.68],[9.87],[11.31],[1.49],[1.2],[1.72],[1.41],[-6.6],[-11.07],[-0.24],[-0.26],[3.95],[3.8],[0.],[0.05],[-15.28],[-15.58],[-23.58],[-22.72],[17.6],[16.79],[-19.29],[-19.91],[10495.],[69455.],[389.],[889.],[-15050.],[-24546.],[-1730.],[-676.]
844,[49.48088717],[82.08049393],[0.],[0.],[0.],[0.02],[-0.02],[-0.02],[-0.18],[-0.03],[-0.08],[-0.01],[0.07],[0.19],[-0.],[-0.],[0.],[0.02],[0.],[0.],[-5.8],[-2.68],[9.87],[7.48],[1.49],[1.69],[1.72],[1.94],[-6.6],[-14.39],[-0.29],[-0.56],[3.95],[3.19],[0.],[-0.02],[-15.35],[-15.58],[-23.58],[-22.72],[17.6],[16.85],[-19.29],[-19.9],[10495.],[69456.],[389.],[897.],[-15186.],[-25198.],[-1730.],[-675.]
845,[49.48088717],[82.14231491],[0.],[0.],[0.],[0.],[-0.02],[0.01],[0.05],[0.04],[-0.12],[0.01],[0.07],[0.14],[-0.],[-0.],[0.],[0.02],[0.],[0.],[-3.04],[-2.68],[0.3],[3.56],[1.49],[0.02],[1.72],[1.77],[-6.6],[-19.03],[-0.29],[-0.17],[3.95],[1.14],[0.],[0.13],[-15.63],[-15.58],[-23.58],[-22.71],[17.6],[16.82],[-19.29],[-19.97],[10495.],[69461.],[389.],[901.],[-15344.],[-25522.],[-1730.],[-677.]
846,[49.48088717],[82.20314884],[0.],[0.],[0.],[0.03],[-0.02],[0.01],[0.05],[0.],[-0.01],[0.05],[0.02],[0.04],[0.],[-0.],[-0.01],[-0.04],[0.],[0.],[-1.88],[-2.26],[1.31],[3.56],[1.49],[-0.2],[-0.33],[0.01],[-6.6],[-15.4],[-0.29],[-0.3],[3.95],[5.52],[0.],[-0.02],[-15.62],[-15.58],[-23.58],[-22.68],[17.6],[16.86],[-19.29],[-19.89],[10495.],[69490.],[389.],[903.],[-15450.],[-25663.],[-1730.],[-679.]
847,[49.48088717],[82.26505446],[0.],[0.],[0.],[-0.06],[-0.02],[-0.03],[-0.61],[0.02],[0.04],[0.01],[0.02],[-0.],[-0.],[-0.],[-0.01],[-0.05],[0.],[-0.01],[-5.52],[-4.35],[2.89],[3.56],[1.49],[0.16],[1.11],[-2.11],[-6.6],[-15.74],[-0.29],[-0.16],[3.95],[7.33],[0.],[0.02],[-15.51],[-15.58],[-23.58],[-22.75],[17.6],[16.89],[-19.29],[-19.81],[10495.],[69949.],[389.],[901.],[-15502.],[-25798.],[-1732.],[-673.]
848,[49.48088717],[82.32584023],[0.],[0.],[0.],[0.01],[-0.02],[-0.02],[0.46],[0.02],[0.46],[-0.],[0.02],[-0.05],[-0.],[-0.],[-0.01],[0.02],[0.],[-0.],[-9.29],[-8.81],[1.],[0.56],[1.49],[-0.38],[-4.32],[-2.39],[-6.6],[-19.52],[-0.29],[-0.33],[3.95],[6.05],[0.],[0.],[-15.58],[-15.58],[-23.58],[-22.88],[17.6],[16.99],[-19.29],[-19.76],[10495.],[70706.],[389.],[903.],[-15502.],[-26151.],[-1735.],[-673.]
849,[49.48088717],[82.38773513],[0.],[0.],[0.],[-0.03],[-0.04],[-0.08],[0.],[-0.01],[-0.09],[-0.03],[0.02],[-0.02],[0.],[-0.],[-0.01],[-0.],[0.],[-0.01],[-5.35],[-1.8],[2.61],[0.56],[1.49],[0.7],[-4.32],[-3.17],[-6.6],[-19.16],[-0.29],[-0.33],[3.95],[5.58],[0.],[0.08],[-16.31],[-15.58],[-23.58],[-23.02],[17.6],[17.14],[-19.29],[-19.77],[10495.],[71730.],[389.],[903.],[-15502.],[-26878.],[-1731.],[-678.]
850,[49.48088717],[82.44849086],[0.],[0.],[-0.07],[-0.07],[-0.01],[0.04],[0.12],[-0.03],[-0.29],[-0.04],[0.03],[0.03],[-0.],[-0.],[-0.01],[-0.04],[0.],[0.],[-5.35],[-2.87],[1.17],[0.56],[1.49],[-0.07],[-4.32],[-3.5],[-6.6],[-18.67],[-0.29],[-0.32],[3.95],[4.61],[0.],[0.31],[-16.59],[-15.58],[-23.58],[-23.12],[17.6],[17.14],[-19.29],[-19.75],[10495.],[73519.],[389.],[893.],[-15502.],[-28151.],[-1729.],[-688.]
851,[49.48088717],[82.51043749],[0.],[0.],[0.06],[0.11],[-0.01],[-0.03],[-0.18],[-0.07],[-0.23],[-0.04],[0.03],[0.03],[-0.],[-0.],[-0.01],[-0.01],[0.],[0.01],[1.27],[-0.88],[-1.26],[-1.71],[1.49],[1.07],[-4.32],[-4.14],[-6.6],[-7.74],[-0.29],[-0.45],[3.95],[5.18],[0.],[0.16],[-16.18],[-15.58],[-23.58],[-23.18],[17.6],[17.11],[-19.29],[-19.65],[10495.],[75345.],[389.],[879.],[-15502.],[-29164.],[-1730.],[-699.]
852,[49.48088717],[82.57213902],[0.],[0.],[0.01],[-0.02],[-0.01],[0.03],[0.02],[0.01],[0.02],[-0.],[-0.],[0.01],[-0.],[-0.],[-0.01],[-0.01],[0.],[0.],[1.27],[-1.33],[-1.26],[-1.34],[1.49],[-0.28],[-2.21],[-1.79],[-5.31],[-4.37],[-0.29],[-0.31],[3.95],[6.48],[0.],[-0.07],[-15.86],[-15.58],[-23.58],[-23.29],[17.6],[17.04],[-19.29],[-19.54],[10495.],[75943.],[389.],[868.],[-15502.],[-30116.],[-1726.],[-706.]
853,[49.48088717],[82.63303852],[0.],[0.],[0.01],[0.03],[-0.01],[-0.],[0.02],[0.02],[0.13],[-0.],[-0.02],[0.01],[-0.],[-0.],[-0.01],[-0.01],[0.],[-0.],[1.27],[1.84],[-1.26],[0.15],[1.49],[-1.18],[-2.21],[-1.22],[-5.31],[-2.8],[-0.29],[-0.43],[3.95],[3.13],[0.],[-0.23],[-15.55],[-15.58],[-23.58],[-23.26],[17.6],[17.13],[-19.29],[-19.49],[10495.],[76334.],[376.],[862.],[-15502.],[-30871.],[-1678.],[-715.]
854,[49.48088717],[82.69480443],[0.],[0.],[-0.04],[-0.01],[-0.01],[0.02],[0.02],[-0.],[-0.01],[-0.01],[-0.06],[-0.07],[-0.],[-0.],[-0.01],[-0.01],[0.],[0.],[1.27],[0.19],[-1.26],[-0.99],[1.49],[-1.55],[-2.21],[-0.11],[-5.31],[-2.97],[-0.29],[-0.47],[3.95],[4.48],[0.],[-0.13],[-15.15],[-15.],[-23.58],[-23.43],[17.6],[17.18],[-19.29],[-19.58],[10495.],[76939.],[366.],[858.],[-15502.],[-31094.],[-1674.],[-738.]
855,[49.48088717],[82.75575781],[0.],[0.],[0.1],[0.05],[-0.01],[0.],[0.02],[0.01],[-0.01],[-0.01],[0.02],[-0.],[-0.],[-0.],[0.],[-0.],[0.],[-0.],[1.27],[-0.32],[-2.1],[-0.32],[1.49],[1.88],[-2.21],[-0.4],[-5.31],[-4.98],[-0.29],[-0.36],[3.95],[1.71],[0.],[0.],[-14.92],[-15.],[-23.58],[-23.46],[17.6],[17.23],[-19.29],[-19.65],[10495.],[77402.],[360.],[852.],[-15502.],[-31112.],[-1675.],[-731.]
856,[49.48088717],[82.81750989],[0.],[0.],[-0.],[-0.03],[-0.01],[-0.07],[0.02],[0.02],[-0.01],[-0.01],[0.02],[0.05],[-0.],[-0.],[0.],[0.],[0.],[-0.],[1.27],[-2.37],[2.91],[0.28],[1.49],[-0.02],[-2.21],[-0.78],[-5.31],[-0.25],[-0.29],[-0.29],[3.95],[0.77],[0.],[0.07],[-14.45],[-14.41],[-23.58],[-23.49],[17.6],[17.24],[-19.29],[-19.73],[10495.],[77797.],[360.],[842.],[-15502.],[-31021.],[-1644.],[-714.]
857,[49.48088717],[82.87892175],[0.],[0.],[-0.],[-0.01],[-0.01],[0.05],[0.02],[-0.],[0.05],[0.04],[0.02],[0.03],[-0.],[-0.],[0.],[0.],[0.],[0.01],[1.27],[-1.1],[-1.94],[-1.74],[1.49],[2.27],[-2.21],[-1.88],[-5.31],[0.],[-0.29],[-0.07],[3.95],[1.2],[0.],[0.],[-13.84],[-13.75],[-23.58],[-23.43],[17.6],[17.21],[-19.29],[-19.69],[10495.],[78118.],[356.],[840.],[-15502.],[-30817.],[-1607.],[-712.]
858,[49.48088717],[82.93969631],[0.],[0.],[-0.],[-0.03],[-0.01],[0.01],[0.02],[-0.01],[-0.06],[0.01],[-0.02],[-0.04],[-0.],[-0.],[0.],[0.],[0.],[0.],[1.27],[0.77],[-2.65],[-3.19],[1.49],[2.27],[-2.21],[-2.06],[-5.31],[0.],[-0.29],[-0.59],[3.95],[1.42],[0.],[0.],[-13.58],[-12.7],[-23.58],[-23.44],[17.6],[17.1],[-19.29],[-19.64],[10495.],[78408.],[356.],[839.],[-15502.],[-30930.],[-1574.],[-712.]
859,[49.48088717],[83.00159669],[0.],[0.],[-0.],[0.02],[-0.01],[0.03],[0.07],[0.03],[-0.01],[0.02],[-0.02],[-0.01],[-0.],[-0.],[0.],[-0.03],[0.],[0.],[4.11],[3.57],[-5.03],[-7.83],[1.49],[3.26],[-2.21],[-0.77],[-5.31],[-0.12],[-0.29],[-0.27],[3.95],[1.6],[0.],[0.05],[-13.58],[-11.78],[-23.58],[-23.43],[17.6],[17.04],[-19.29],[-19.65],[10495.],[78673.],[363.],[841.],[-15502.],[-31463.],[-1557.],[-701.]
860,[49.48088717],[83.06251025],[0.],[0.],[-0.],[0.03],[-0.01],[0.03],[-0.03],[-0.04],[-0.01],[-0.],[-0.02],[-0.03],[-0.],[-0.],[0.],[-0.01],[0.],[0.],[4.11],[4.],[-5.03],[-5.17],[1.49],[2.85],[-2.21],[-1.94],[-5.31],[-2.75],[-0.29],[-0.29],[3.95],[0.2],[0.],[0.],[-13.58],[-10.69],[-23.58],[-23.44],[17.6],[17.08],[-19.29],[-19.69],[10495.],[78876.],[364.],[849.],[-15502.],[-32425.],[-1587.],[-705.]
861,[49.48088717],[83.11427164],[0.],[0.],[-0.],[0.05],[-0.01],[-0.],[-0.02],[-0.01],[-0.01],[-0.01],[0.01],[0.03],[-0.],[-0.],[0.],[0.01],[0.],[0.],[4.11],[4.94],[-5.03],[-6.84],[1.49],[0.99],[-2.21],[-1.03],[-5.31],[-7.16],[0.14],[-0.08],[3.95],[0.],[0.],[0.],[-13.58],[-10.24],[-23.58],[-23.44],[17.6],[17.13],[-19.29],[-19.83],[10495.],[79032.],[360.],[866.],[-15502.],[-33755.],[-1590.],[-706.]
862,[49.48088717],[83.17520976],[0.],[0.],[-0.],[0.01],[-0.01],[-0.05],[-0.01],[-0.01],[-0.16],[-0.02],[0.01],[0.07],[-0.],[-0.],[0.],[-0.],[0.],[-0.],[1.3],[0.61],[-5.03],[-5.09],[-1.64],[-3.24],[-2.21],[-2.36],[-5.31],[-4.],[0.3],[-0.08],[3.95],[0.86],[0.],[0.02],[-13.58],[-10.03],[-23.58],[-23.52],[17.6],[17.19],[-19.29],[-19.95],[10495.],[79143.],[360.],[888.],[-15502.],[-34985.],[-1611.],[-706.]
863,[49.48088717],[83.23698163],[0.],[0.],[-0.],[0.02],[-0.01],[0.02],[-0.01],[0.],[-0.11],[-0.],[0.01],[0.01],[-0.],[-0.],[0.],[-0.03],[0.],[0.],[1.3],[0.5],[-5.03],[-5.36],[-1.64],[-2.69],[-2.21],[-2.4],[-5.31],[-0.13],[-1.13],[-0.4],[3.95],[4.49],[0.],[0.],[-13.58],[-10.31],[-23.58],[-22.73],[17.6],[17.15],[-19.29],[-20.04],[10495.],[79355.],[365.],[918.],[-15502.],[-36243.],[-1627.],[-709.]
864,[49.48088717],[83.29777026],[0.],[0.],[-0.03],[-0.07],[-0.01],[0.02],[-0.01],[0.01],[0.18],[0.02],[0.01],[0.01],[-0.],[-0.],[0.],[-0.03],[0.],[0.],[1.3],[2.06],[-5.03],[-4.24],[-1.64],[-1.38],[-2.21],[-2.55],[-5.31],[0.],[-0.36],[-0.3],[3.95],[5.62],[0.],[0.02],[-13.58],[-11.1],[-23.58],[-23.21],[17.6],[17.13],[-19.29],[-19.98],[10495.],[79732.],[372.],[959.],[-15502.],[-37428.],[-1659.],[-710.]
865,[49.48088717],[83.3596065],[0.],[0.],[-0.05],[-0.],[0.08],[0.08],[-0.01],[-0.01],[0.21],[0.02],[0.01],[0.01],[-0.],[-0.],[0.],[0.],[0.],[-0.],[1.3],[1.33],[-3.29],[-4.02],[-1.64],[-1.65],[-2.21],[-0.31],[-5.31],[-1.29],[-0.23],[-0.11],[3.95],[6.98],[0.],[0.08],[-13.58],[-11.71],[-23.58],[-23.13],[17.6],[17.14],[-19.29],[-20.02],[10495.],[80547.],[361.],[998.],[-15502.],[-38069.],[-1657.],[-713.]
866,[49.48088717],[83.42055368],[0.],[0.],[0.07],[0.03],[-0.08],[-0.04],[-0.01],[0.],[0.19],[0.02],[0.12],[0.09],[-0.],[-0.],[0.],[0.02],[0.],[-0.],[1.3],[2.51],[-5.79],[-8.21],[-1.64],[-1.3],[-2.21],[0.29],[-5.31],[-7.13],[-0.23],[-0.2],[3.95],[4.68],[0.],[0.07],[-13.58],[-12.27],[-23.58],[-23.18],[17.6],[17.21],[-19.29],[-20.04],[10495.],[81013.],[344.],[1036.],[-15502.],[-38111.],[-1666.],[-716.]
867,[49.48088717],[83.48225093],[0.],[0.],[0.02],[-0.01],[-0.01],[0.05],[-0.01],[0.02],[-0.08],[-0.02],[0.01],[-0.11],[-0.],[-0.],[0.],[0.03],[0.],[-0.],[1.3],[0.33],[-5.79],[-5.2],[-1.64],[-0.09],[-2.21],[-0.82],[-5.31],[-7.1],[-0.54],[-0.48],[3.95],[1.95],[0.],[0.1],[-13.58],[-12.65],[-23.58],[-23.35],[17.6],[17.29],[-19.29],[-20.07],[10495.],[81160.],[320.],[1066.],[-15502.],[-38130.],[-1663.],[-716.]
868,[49.48088717],[83.5438261],[0.],[0.],[0.02],[0.02],[-0.01],[-0.03],[-0.01],[-0.01],[-0.12],[-0.02],[0.01],[-0.01],[-0.],[-0.],[0.],[0.02],[0.],[-0.],[1.3],[0.98],[-5.79],[-4.46],[-1.64],[-0.22],[-2.21],[-2.39],[-5.31],[-8.63],[-0.53],[-0.48],[3.95],[3.02],[0.],[0.07],[-13.58],[-12.93],[-23.58],[-23.52],[17.6],[17.34],[-19.29],[-20.11],[10495.],[81153.],[320.],[1092.],[-15502.],[-38141.],[-1666.],[-718.]
869,[49.48088717],[83.59476113],[0.],[0.],[0.02],[-0.04],[-0.01],[0.02],[-0.01],[0.01],[-0.02],[-0.02],[0.01],[0.02],[-0.],[-0.],[0.],[-0.01],[0.],[0.],[1.3],[1.69],[0.2],[-2.8],[-1.64],[-0.82],[-2.21],[-1.67],[-5.31],[-5.87],[-0.51],[-0.48],[3.95],[3.],[0.],[0.25],[-13.58],[-13.52],[-23.58],[-23.71],[17.6],[17.37],[-19.29],[-20.16],[10495.],[81153.],[317.],[1107.],[-15502.],[-38481.],[-1669.],[-718.]
870,[49.48088717],[83.65655684],[0.],[0.],[0.02],[0.01],[-0.01],[-0.05],[-0.01],[-0.],[-0.02],[0.01],[0.01],[0.],[-0.],[-0.],[0.],[0.01],[0.],[-0.],[-0.5],[-1.29],[3.22],[-0.98],[-1.64],[1.1],[-2.21],[-1.09],[-5.31],[-4.69],[-0.15],[-0.26],[0.14],[0.63],[0.],[0.13],[-13.88],[-14.06],[-23.58],[-23.73],[17.6],[17.45],[-19.29],[-20.1],[10495.],[81284.],[316.],[1135.],[-15502.],[-39108.],[-1657.],[-724.]
871,[49.48088717],[83.7174685],[0.],[0.],[0.15],[0.01],[-0.01],[-0.01],[-0.01],[0.01],[-0.02],[-0.02],[0.01],[0.02],[-0.],[-0.],[0.],[0.01],[0.],[0.],[-0.5],[0.2],[-2.81],[-1.15],[-1.64],[-1.33],[-6.92],[-1.46],[-8.5],[-14.95],[-0.18],[-0.18],[-0.05],[0.],[0.],[0.08],[-13.88],[-14.26],[-23.58],[-23.79],[17.6],[17.61],[-19.29],[-20.07],[10495.],[81336.],[316.],[1180.],[-15502.],[-39808.],[-1645.],[-729.]
872,[49.48088717],[83.77923131],[0.],[0.],[-0.08],[-0.05],[-0.01],[0.02],[-0.01],[-0.],[-0.02],[-0.02],[0.01],[0.03],[-0.],[-0.],[0.],[0.04],[0.],[-0.],[-1.69],[-2.3],[-0.1],[-1.15],[-1.64],[-2.06],[-3.03],[-0.61],[-8.5],[-23.23],[-0.18],[-0.16],[-0.05],[0.],[0.],[-0.03],[-13.88],[-14.11],[-23.58],[-23.84],[17.6],[17.78],[-19.29],[-19.91],[10495.],[81046.],[315.],[1220.],[-15502.],[-39907.],[-1602.],[-731.]
873,[49.48088717],[83.84007263],[0.],[0.],[-0.01],[0.02],[-0.01],[0.],[-0.01],[0.01],[-0.02],[-0.],[-0.07],[-0.06],[0.],[-0.],[0.],[0.01],[0.],[-0.],[-1.23],[-0.3],[-7.27],[-4.3],[-1.64],[-1.78],[1.72],[-0.06],[-8.5],[-22.34],[-0.18],[-0.26],[-0.05],[-0.02],[0.],[-0.1],[-13.88],[-14.25],[-23.58],[-23.79],[17.6],[17.9],[-19.29],[-19.84],[10495.],[80752.],[314.],[1252.],[-15502.],[-39893.],[-1561.],[-734.]
874,[49.48088717],[83.90189791],[0.],[0.],[-0.01],[-0.04],[-0.01],[-0.01],[-0.01],[-0.01],[-0.02],[-0.],[-0.],[-0.01],[0.],[-0.],[0.],[-0.04],[0.],[-0.],[-1.23],[-1.22],[-9.9],[-4.3],[-1.64],[-1.15],[1.72],[-0.09],[-7.1],[-10.87],[-0.1],[-0.13],[-0.05],[-0.12],[0.],[-0.02],[-13.88],[-14.16],[-23.58],[-24.05],[17.6],[17.94],[-19.29],[-19.78],[10495.],[80671.],[304.],[1259.],[-15502.],[-39536.],[-1559.],[-735.]
875,[49.48088717],[83.96288848],[0.],[0.],[-0.01],[0.03],[-0.01],[0.],[-0.01],[-0.01],[0.09],[0.04],[-0.],[-0.01],[0.],[-0.],[0.],[-0.01],[0.],[0.],[-1.23],[-2.57],[-5.78],[-3.37],[-1.64],[-1.74],[1.72],[1.16],[-3.81],[-2.26],[-0.1],[-0.07],[-0.05],[0.],[0.],[0.],[-13.88],[-14.04],[-23.58],[-24.38],[17.6],[17.91],[-19.29],[-19.74],[10495.],[80198.],[299.],[1277.],[-15502.],[-39295.],[-1462.],[-731.]
876,[49.48088717],[84.02469134],[0.],[0.],[-0.01],[-0.02],[-0.01],[-0.03],[-0.01],[-0.01],[0.01],[0.01],[-0.],[0.05],[-0.],[-0.],[0.],[-0.01],[0.],[-0.],[-1.23],[-2.47],[-1.48],[-2.42],[-1.64],[-1.57],[1.72],[0.74],[-3.81],[-0.1],[0.05],[-0.02],[-0.05],[0.],[0.],[0.],[-13.88],[-13.75],[-23.58],[-25.14],[17.6],[17.79],[-19.29],[-19.67],[10495.],[79702.],[295.],[1289.],[-15502.],[-39245.],[-1420.],[-696.]
877,[49.48088717],[84.0855298],[0.],[0.],[-0.01],[-0.02],[-0.01],[0.01],[-0.01],[0.01],[0.01],[-0.02],[-0.],[-0.],[0.],[-0.],[0.],[-0.],[0.],[-0.],[1.2],[0.55],[-2.33],[-2.42],[-1.64],[-0.23],[1.72],[1.38],[-3.81],[-0.22],[0.05],[0.08],[-0.05],[-0.02],[0.],[-0.03],[-13.88],[-13.79],[-23.58],[-25.83],[17.6],[17.72],[-19.29],[-19.58],[10495.],[79169.],[290.],[1298.],[-15502.],[-39239.],[-1348.],[-655.]
878,[49.48088717],[84.14748573],[0.],[0.],[-0.01],[0.],[-0.01],[-0.],[-0.01],[0.01],[0.01],[-0.03],[-0.],[-0.04],[0.],[-0.],[0.],[-0.02],[0.],[-0.],[1.61],[0.55],[8.05],[2.61],[-1.64],[-0.79],[1.72],[0.74],[-3.81],[-3.25],[-0.07],[-0.02],[-0.9],[-1.66],[0.],[0.03],[-13.88],[-13.66],[-23.58],[-26.36],[17.6],[17.73],[-19.29],[-19.48],[10495.],[78803.],[286.],[1303.],[-15502.],[-39179.],[-1310.],[-620.]
879,[49.48088717],[84.20822954],[0.],[0.],[-0.01],[0.05],[-0.01],[-0.],[-0.01],[0.01],[0.01],[0.01],[-0.],[-0.04],[0.],[-0.],[0.],[0.02],[0.],[-0.],[-1.5],[-2.29],[-0.19],[0.23],[-1.64],[-0.42],[1.72],[0.59],[-3.81],[-4.2],[0.],[0.],[-0.9],[-2.34],[0.],[0.1],[-13.88],[-13.56],[-23.58],[-26.36],[17.6],[17.73],[-19.29],[-19.35],[10495.],[78567.],[280.],[1304.],[-15502.],[-39163.],[-1240.],[-536.]
880,[49.48088717],[84.27017879],[0.],[0.],[-0.04],[-0.05],[-0.01],[-0.01],[0.06],[0.01],[0.01],[0.01],[-0.],[-0.],[0.],[-0.],[0.],[-0.],[0.],[-0.],[-3.6],[-4.06],[0.93],[0.23],[-1.64],[-0.72],[6.36],[-0.47],[-3.81],[-2.2],[0.],[0.],[-0.9],[-1.48],[0.],[0.07],[-13.88],[-13.76],[-23.58],[-26.37],[17.6],[17.8],[-19.29],[-19.24],[10495.],[78500.],[264.],[1299.],[-15502.],[-39172.],[-1289.],[-484.]
881,[49.48088717],[84.33090258],[0.],[0.],[-0.04],[-0.03],[-0.04],[-0.07],[-0.03],[-0.01],[0.01],[-0.01],[-0.],[-0.],[0.],[-0.],[0.],[0.02],[0.],[0.],[-3.6],[-1.56],[5.63],[3.08],[-1.64],[-0.1],[-2.96],[-0.98],[-3.81],[-0.42],[0.],[0.],[-0.9],[-1.59],[0.],[0.02],[-13.88],[-14.23],[-23.58],[-26.21],[17.6],[17.9],[-19.29],[-19.21],[10495.],[78420.],[240.],[1285.],[-15502.],[-39290.],[-1275.],[-466.]
